NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
147,그림자라 불리는 남자들,카타오카 슈지,,,(주)영진크리에이티브,2022-07-,개봉영화,장편,일본,1,,1,0,0,액션,청소년관람불가,일반영화
148,꽉 물어주는 여자 무삭제,신승엽,(주)영화사가을,,(주)영화사가을,2022-07-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
149,나만의 시크릿 절정,,,,(주)픽쳐레스크,2022-07-,개봉영화,장편,캐나다,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
150,남편보다 남편같은 친구 무삭제판,시즈카만,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
151,내아내의여제자,이정석,스마일컨텐츠,,스마일컨텐츠,2022-07-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
152,너도 먹고 나도 먹고,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-06-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
153,너도 먹고 나도 먹고 무삭제판,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-06-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
154,늙은 부장 세발 빼준 여과장,나베,,,(주)코빈커뮤니케이션즈,2022-07-,개봉영화,장편,일본,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
155,더럽혀진 와이프 무삭제판,카즈마,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
156,돌싱의 4대4 섹스미팅,나카노 야요이,,,(주)영진크리에이티브,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
157,두 여자의 맛있는 섹스,카츠라기 히로후미,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
158,드디어 다리 벌린 누나,백필규,록엔터테인먼트(주),,록엔터테인먼트(주),2022-07-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
159,리얼돌에 물터진 루나,아베 신야,,,(주)영진크리에이티브,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
160,막대 주는 여자,사쿠라비토,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
161,맛 불륜 무삭제판,,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
162,맛있는 새엄마 2,,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
163,며느리의 가랑이에 담궈진 시아버지,,,,(주)코빈커뮤니케이션즈,2022-07-,개봉영화,장편,일본,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
164,몰래 먹는 시누이의 참맛,,,,(주)픽쳐레스크,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
165,몸빵녀,최찬호,(주)영화사가을,,(주)영화사가을,2022-07-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
166,박아주는 음란 미용실,,,,(주)픽쳐레스크,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
167,밤마다 며느리에 씨뿌리는 시아버지,키토루네 가와구치,,,(주)코빈커뮤니케이션즈,2022-07-,개봉영화,장편,일본,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
168,벗겨진 옆집여자,버드맨 텟페이,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
169,비밀 : 친구와 쓰리썸,민병관,(주)영화사가을,,(주)영화사가을,2022-07-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
170,사랑의 무덤,나루세 마사토,,,(주)영진크리에이티브,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
171,사무실 S파트너,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-07-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
172,사무실 S파트너 무삭제판,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-07-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
173,새엄마가 맛본 남편아들,,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
174,새엄마의 뜨거운 속살,카리노나 마이,,,주식회사 미콘,2022-07-,개봉영화,장편,일본,1,,1,0,0,드라마,청소년관람불가,일반영화
175,섹스 사용설명서,마태수,아우라 필름,,케이엘 픽쳐스,2022-07-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
176,섹스는 자신감,마태수,아우라 필름,,케이엘 픽쳐스,2022-07-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
177,섹스소녀 19,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2022-07-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
178,스와핑 맛 본 여자들,이선재,영화사 레드카펫,,주식회사 루믹스미디어,2022-07-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
179,스와핑 삽입의 기술,안소희,영화사 레드카펫,,주식회사 루믹스미디어,2022-07-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
180,시동걸린 욕정 무삭제판,나기라 겐조,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
181,쓰리썸 : 여비서와 아내,최경찬,(주)영화사가을,,(주)영화사가을,2022-07-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
182,어린 하녀의 목적,에로핑,(주)케이알씨지,,(주)케이알씨지,2022-07-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
183,어린여동생의 떡선물,최환,(주)케이알씨지,,(주)케이알씨지,2022-07-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
184,어바웃 섹스 무삭제판,시즈카만,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
185,엄마친구 8,유해종,(주)영화사가을,,(주)영화사가을,2022-07-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
186,여기가 바로 섹스 맛집,전성기,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-07-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
187,여자 배달부,최경찬,(주)영화사가을,,(주)영화사가을,2022-07-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
188,육질 좋은 며느리,,,,(주)픽쳐레스크,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
189,은밀한 꽃꽂이,김태훈,(주)픽쳐레스크,,(주)티에스앤컴퍼니,2022-07-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
190,음부 마찰 미치는 유부녀들,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-07-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
191,의자매 섹스 스캔들,김덕규,(주)메이크아트,,(주)메이크아트,2022-07-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
192,이혼녀는 무엇으로 사는가,마츠모토 신지,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
193,장모님의 사위사냥,버드맨 텟페이,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
194,절정의 맛,성운아,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-07-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
195,젖어버린 계약서 무삭제판,테이 쟈가,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
196,창바라기 창문에 반한 무삭제판,,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
197,처제 : 언니한텐 비밀이야 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2022-07-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
198,첫경험 증후군,,,,(주)픽쳐레스크,2022-07-,개봉영화,장편,캐나다,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
199,치욕 다음 욕정 무삭제판,나기라 겐조,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
200,친구 섹스파트너 만들기,백필규,록엔터테인먼트(주),,록엔터테인먼트(주),2022-07-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
201,쾌락타임 무삭제판,나기라 겐조,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
202,쿠폰의 여왕,아론 고뎃,,주식회사 왓챠,"(주)영화특별시에스엠씨,주식회사 왓챠",2022-04-,개봉영화,장편,미국,180,,1,,1,코미디,15세이상관람가,일반영화
203,탐욕의 직장동료 무삭제판,나기라 겐조,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
204,털려버린 아내 무삭제판,나기라 겐조,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
205,"파리, 13구",자크 오디아르,,찬란,"찬란,(주)하이스트레인저",2022-05-,개봉영화,장편,프랑스,59,,1,0,0,드라마,청소년관람불가,독립/예술영화
206,판타지 테라피,,,,(주)픽쳐레스크,2022-07-,개봉영화,장편,캐나다,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
207,팬데믹 오로나 바이러스,,,,(주)픽쳐레스크,2022-07-,개봉영화,장편,캐나다,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
208,하숙집 처녀의 휴지통,에로핑,(주)케이알씨지,,(주)케이알씨지,2022-07-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
209,형수:쿨하게 즐겨봐요,K-타로,,,(주)영진크리에이티브,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
210,형수님의 땀냄새,사쿠라비토,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
211,형수의 벌어진 꽃잎,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-07-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
212,후배위한 여선배 무삭제판,시즈카만,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
213,흑형의 매운 맛,여석주,(주)영화사가을,,(주)영화사가을,2022-07-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
214,2대2 할래?,민병관,(주)영화사가을,,(주)영화사가을,2022-07-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
215,G컵 거유 여대생의 오일마사지,,,,(주)픽쳐레스크,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
