NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
11,엘비스,바즈 루어만,,워너브러더스 코리아(주),워너브러더스 코리아(주),2022-07-,개봉영화,장편,미국,665,,,,,드라마,15세이상관람가,일반영화
12,빅샤크4: 바다공룡 대모험,,,(주)히스토리필름,와이드 릴리즈(주),2022-07-,개봉영화,장편,중국,455,,,,,어드벤처,전체관람가,일반영화
13,더 킬러: 죽어도 되는 아이,최재훈,"(주)아센디오,(주)씨네마로엔터테인먼트",,"(주)아이에이치큐,(주)영화사 륙,(주)씨네필운",2022-07-,개봉영화,장편,한국,314,,,,,액션,청소년관람불가,일반영화
14,버즈 라이트이어,앵거스 맥클레인,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-06-,개봉영화,장편,미국,844,,,,,애니메이션,전체관람가,일반영화
15,뒤틀린 집,강동헌,(주)테이크원스튜디오,,(주)스튜디오디에이치엘,2022-07-,개봉영화,장편,한국,156,,,,,공포(호러),15세이상관람가,일반영화
16,그레이 맨,"안소니 루소,조 루소",,,씨제이 씨지브이(CJ CGV)(주),2022-07-,개봉영화,장편,미국,220,,,,,액션,15세이상관람가,일반영화
17,브로커,고레에다 히로카즈,영화사 집,,(주)씨제이이엔엠,2022-06-,개봉영화,장편,한국,,,,,,드라마,12세이상관람가,일반영화
18,큐어,구로사와 기요시,,M&M 인터내셔널,M&M 인터내셔널,2022-07-,개봉영화,장편,일본,55,,,,,공포(호러),15세관람가,독립/예술영화
19,썸머 필름을 타고!,마츠모토 소우시,,(주)싸이더스,"(주)싸이더스,(주)블루라벨픽쳐스",2022-07-,개봉영화,장편,일본,65,,,,,기타,전체관람가,독립/예술영화
20,쥬라기 월드: 도미니언,콜린 트레보로우,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-06-,개봉영화,장편,미국,,,,,,액션,12세이상관람가,일반영화
21,프리! 더 파이널 스트로크 후편,카와나미 에이사쿠,,(주)애니플러스,(주)애니플러스,2022-06-,개봉영화,장편,일본,83,,,,,애니메이션,전체관람가,일반영화
22,컴온 컴온,마이크 밀스,,찬란,(주)스튜디오디에이치엘,2022-06-,개봉영화,장편,미국,113,,,,,드라마,12세이상관람가,독립/예술영화
23,극장판 윌벤져스 : 수상한 캠핑 대소동,"신창환,류정우",(주)스튜디오게일,,(주)대교 미디어콘텐츠사업본부,2022-06-,개봉영화,장편,한국,110,,,,,애니메이션,전체관람가,독립/예술영화
24,체리마호: 30살까지 동정이면 마법사가 될 수 있대,카자마 히로키,,(주)미디어캐슬,(주)영화사 그램,2022-07-,개봉영화,장편,일본,56,,,,,판타지,12세이상관람가,일반영화
25,로스트 도터,매기 질렌할,,그린나래미디어(주),"(주)영화특별시에스엠씨,그린나래미디어(주)",2022-07-,개봉영화,장편,미국,66,,,,,드라마,15세이상관람가,독립/예술영화
26,멘,알렉스 가랜드,,판씨네마(주),판씨네마(주),2022-07-,개봉영화,장편,미국,96,,,,,드라마,청소년관람불가,독립/예술영화
27,극장판 포켓몬스터DP: 기라티나와 하늘의 꽃다발 쉐이미,유야마 쿠니히코,,(주)포켓몬코리아,(주)넥스트엔터테인먼트월드(NEW),2022-06-,개봉영화,장편,일본,809,,,,725,애니메이션,전체관람가,일반영화
28,비욘드 라이브 더 무비 : 샤이니 월드,,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV)(주),2022-06-,개봉영화,장편,한국,13,,,,,공연,전체관람가,일반영화
29,뿌까의 짜장면파티,박상용,(주)에픽캔,,(주)에픽캔,2022-07-,개봉영화,장편,한국,11,,,,504,기타,전체관람가,일반영화
30,위대한 침묵,송상민,(주)지티지그룹,,"(주)지티지그룹,와이드 릴리즈(주)",2022-06-,개봉영화,장편,한국,48,,,,,다큐멘터리,12세이상관람가,일반영화
31,니얼굴,서동일,두물머리픽쳐스,,(주)영화사 진진,2022-06-,개봉영화,장편,한국,65,,,,,다큐멘터리,전체관람가,독립/예술영화
32,그대가 조국,이승준,(주)켈빈클레인프로젝트,,(주)엣나인필름,2022-05-,개봉영화,장편,한국,601,,,,,다큐멘터리,12세이상관람가,독립/예술영화
33,극장판 주술회전 0,박성후,,대원미디어(주),(주)대교 미디어콘텐츠사업본부,2022-02-,개봉영화,장편,일본,836,,,,,애니메이션,15세이상관람가,일반영화
34,비욘드 라이브 더 무비: 엑소의 사다리 타고 세계여행3,최소망,(주)에스엠 컬처앤콘텐츠,,씨제이 씨지브이(CJ CGV)(주),2022-07-,개봉영화,장편,한국,18,,,,,코미디,전체관람가,일반영화
35,애프터 양,코고나다,,주식회사 왓챠,"(주)영화특별시에스엠씨,주식회사 왓챠",2022-06-,개봉영화,장편,미국,161,,,,,드라마,전체관람가,독립/예술영화
36,아이를 위한 아이,이승환,(주)고집스튜디오,,(주)트리플픽쳐스,2022-07-,개봉영화,장편,한국,51,,,,,기타,12세이상관람가,독립/예술영화
37,모어,이일하,,,(주)엣나인필름,2022-06-,개봉영화,장편,한국,54,,,,,다큐멘터리,15세이상관람가,독립/예술영화
38,룸 쉐어링,이순성,주식회사 티에스나린시네마,,"주식회사 엔픽플,트윈플러스파트너스(주)",2022-06-,개봉영화,장편,한국,122,,,,997,드라마,전체관람가,독립/예술영화
39,경아의 딸,김정은,주마등필름,,㈜인디스토리,2022-06-,개봉영화,장편,한국,53,,,,,드라마,15세이상관람가,독립/예술영화
40,미친 능력,톰 고미칸,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2022-06-,개봉영화,장편,미국,110,,,,,범죄,15세이상관람가,일반영화
41,"아치의 노래, 정태춘",고영재,(주)인디플러그,,(주)넥스트엔터테인먼트월드(NEW),2022-05-,개봉영화,장편,한국,149,,,,,다큐멘터리,전체관람가,독립/예술영화
42,배드 럭 뱅잉,라두 주데,,알토미디어(주),알토미디어(주),2022-07-,개봉영화,장편,루마니아,27,,,,,드라마,청소년관람불가,독립/예술영화
43,고스트랜드,소노 시온,,(주)더세컨드웨이브,(주)영화사오원,2022-06-,개봉영화,장편,미국,48,,,,767,액션,15세이상관람가,일반영화
44,메모리,마틴 캠벨,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2022-07-,개봉영화,장편,미국,46,,,,539,범죄,15세이상관람가,일반영화
45,베르네 부인의 장미정원,,,찬란,찬란,2022-06-,개봉영화,장편,프랑스,37,,,,763,드라마,12세이상관람가,독립/예술영화
46,임파서블 러브,까뜨린느 꼬르시니,,(주)달빛공장,(주)디오시네마,2022-07-,개봉영화,장편,프랑스,29,,,,,드라마,청소년관람불가,독립/예술영화
47,핸썸,김동욱,(주)모그픽쳐스,,(주)박수엔터테인먼트,2022-07-,개봉영화,장편,한국,37,,,,741,코미디,12세이상관람가,일반영화
48,벰: 비컴 휴먼,이케하타 히로시,,(주)미디어캐슬,(주)미디어캐슬,2022-06-,개봉영화,장편,일본,5,,,,,애니메이션,15세이상관람가,독립/예술영화
49,안녕하세요,차봉주,"(주)디엔디픽쳐스,(유)안녕하세요",,(주)디스테이션,2022-05-,개봉영화,장편,한국,297,,,,393,드라마,12세이상관람가,일반영화
50,광대: 소리꾼,조정래,주식회사 제이오엔터테인먼트코리아,,트윈플러스파트너스(주),2022-02-,개봉영화,장편,한국,116,,,,581,사극,12세이상관람가,일반영화
51,초록밤,윤서진,디파이언트,,㈜인디스토리,2022-07-,개봉영화,장편,한국,31,,,,,기타,15세이상관람가,독립/예술영화
52,아이언 크로스: 노르망디 상륙작전,티노 스트럭맨,,주식회사 풍경소리,주식회사 풍경소리,2022-07-,개봉영화,장편,미국,50,,,,405,전쟁,15세이상관람가,일반영화
53,실종,,,(주)엔케이컨텐츠,(주)디스테이션,2022-06-,개봉영화,장편,일본,67,,,,535,스릴러,청소년관람불가,독립/예술영화
54,군다,빅토르 코사코프스키,,(주)영화사 진진,(주)영화사 진진,2022-07-,개봉영화,장편,미국,21,,798,,529,다큐멘터리,전체관람가,독립/예술영화
55,워헌트,,,(주)누리픽쳐스,(주)누리픽쳐스,2022-07-,개봉영화,장편,미국,50,,760,,390,액션,15세이상관람가,일반영화
56,감동주의보,김우석,(주)글로빅엔터테인먼트,,(주)스튜디오 보난자,2022-06-,개봉영화,장편,한국,28,,753,,375,멜로/로맨스,전체관람가,독립/예술영화
57,디어헌터(감독판),마이클 치미노,,(주)시네마엔터,주식회사 블루필름웍스,2022-06-,개봉영화,장편,미국,4,,626,,485,전쟁,15세이상관람가,독립/예술영화
58,말임씨를 부탁해,박경목,"(주)파란오이,안목",,(주)씨네필운,2022-04-,개봉영화,장편,한국,197,,560,0,0,드라마,전체관람가,독립/예술영화
59,닥터 스트레인지: 대혼돈의 멀티버스,샘 레이미,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2022-05-,개봉영화,장편,미국,,,523,,340,액션,12세이상관람가,일반영화
60,배드 가이즈,피에르 페리펠,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-05-,개봉영화,장편,미국,844,,443,,443,애니메이션,전체관람가,일반영화
61,리멤버 미,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2022-06-,개봉영화,장편,일본,12,,431,,128,애니메이션,12세이상관람가,독립/예술영화
62,우연과 상상,하마구치 류스케,,그린나래미디어(주),"그린나래미디어(주),(주)영화사 안다미로",2022-05-,개봉영화,장편,일본,56,,424,,361,드라마,15세이상관람가,독립/예술영화
63,우스운게 딱! 좋아!,"김현,정혜연",,,필름다빈,2022-06-,개봉영화,옴니버스,한국,14,,343,,78,드라마,15세이상관람가,독립/예술영화
64,낙소스 섬의 아리아드네,,,,(주) 인스터 글로벌,2022-07-,개봉영화,장편,미국,6,,342,,266,공연,전체관람가,일반영화
65,어쌔신 트랩,안드레아 자카리엘로,,,(주)씨네마블랙,2022-07-,개봉영화,장편,이탈리아,5,,340,,140,액션,15세이상관람가,독립/예술영화
66,보통의 용기,구민정,KBS,,(주)드림팩트엔터테인먼트,2022-06-,개봉영화,장편,한국,7,,323,,89,다큐멘터리,전체관람가,일반영화
67,니 부모 얼굴이 보고 싶다,김지훈,"(주)더타워픽쳐스,이십세기폭스 인터내셔널 프로덕션,(주)리버픽쳐스",,(주)마인드마크,2022-04-,개봉영화,장편,한국,,,321,0,0,드라마,15세이상관람가,일반영화
68,오마주,신수원,(주)준필름,,트윈플러스파트너스(주),2022-05-,개봉영화,장편,한국,133,,275,,20,드라마,12세이상관람가,독립/예술영화
69,태일이,홍준표,"(주)명필름,(주)스튜디오루머,전태일재단,유한회사 질라라비,영화 <태일이> 1970인 제작위원",,(주)리틀빅픽쳐스,2021-12-,개봉영화,장편,한국,458,,250,0,0,애니메이션,전체관람가,독립/예술영화
70,핑크퐁과 아기상어의 월드투어쇼,이승규,CGV ICECON,,CGV ICECON,2022-05-,개봉영화,장편,한국,39,,201,,125,공연,전체관람가,일반영화
71,데이 투 다이,웨스 밀러,,"주식회사 풍경소리,(주)타임앤드스페이스","주식회사 풍경소리,(주)타임앤드스페이스",2022-07-,개봉영화,장편,미국,5,,200,,140,범죄,청소년관람불가,일반영화
72,눈감은 여름,,,주식회사 콘텐츠플레이,주식회사 콘텐츠플레이,2022-06-,개봉영화,장편,베트남,6,,191,0,0,드라마,12세이상관람가,독립/예술영화
73,나를 만나는 길,"마크 J. 프란시스,맥스 퍼그",,(주)티캐스트,(주)티캐스트,2022-05-,개봉영화,장편,영국,53,,181,,5,다큐멘터리,전체관람가,독립/예술영화
74,블레이징 썬,,,주식회사 풍경소리,주식회사 풍경소리,2022-06-,개봉영화,장편,러시아,5,,180,,80,전쟁,청소년관람불가,독립/예술영화
75,언더 샤크,스콧 제프리,,주식회사 루믹스미디어,주식회사 루믹스미디어,2022-07-,개봉영화,장편,영국,5,,180,0,0,미스터리,15세이상관람가,독립/예술영화
76,윤시내가 사라졌다,김진화,한국영화아카데미,,"(주)블루라벨픽쳐스,디스트릭 몽",2022-06-,개봉영화,장편,한국,51,,160,,36,드라마,12세이상관람가,독립/예술영화
77,특수요원 빼꼼,장양,,예지림엔터테인먼트,"(주)띵크,예지림엔터테인먼트,(주)인터파크",2022-06-,개봉영화,장편,중국,115,,147,0,0,애니메이션,전체관람가,독립/예술영화
78,안나푸르나: 비욘드 써밋,이본 코르멘자나,,주식회사 풍경소리,주식회사 풍경소리,2022-07-,개봉영화,장편,스페인,5,,140,,40,드라마,12세이상관람가,독립/예술영화
79,씽2게더,가스 제닝스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-01-,개봉영화,장편,미국,,,137,0,0,애니메이션,전체관람가,일반영화
80,미싱타는 여자들,"이혁래,김정영",플라잉타이거픽처스,,(주)영화사 진진,2022-01-,개봉영화,장편,한국,39,,133,0,0,다큐멘터리,전체관람가,독립/예술영화
81,신비한 동물들과 덤블도어의 비밀,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),2022-04-,개봉영화,장편,미국,,,119,,119,어드벤처,12세이상관람가,일반영화
82,어나더 라운드,토마스 빈터베르그,,(주)엣나인필름,(주)엣나인필름,2022-01-,개봉영화,장편,기타,175,,115,,6,코미디,15세이상관람가,독립/예술영화
83,카시오페아,신연식,(주) 루스이소니도스,,(주)트리플픽쳐스,2022-06-,개봉영화,장편,한국,175,,113,,54,드라마,12세이상관람가,독립/예술영화
84,스파이형 모델,김영일,워스트케이스 시나리오,,주식회사 씨엠닉스,2022-07-,개봉영화,장편,한국,3,,111,,58,SF,15세이상관람가,독립/예술영화
85,소설가의 영화,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2022-04-,개봉영화,장편,한국,66,,104,,89,드라마,12세이상관람가,독립/예술영화
86,아내의 질문,리차드 킴,(주)룬컴퍼니,,(주)룬컴퍼니,2022-07-,개봉영화,장편,한국,5,,100,,20,성인물(에로),청소년관람불가,일반영화
87,왕좌의 법칙,루스템 압드라쉐프,,(주)액티버스엔터테인먼트,(주)액티버스엔터테인먼트,2022-07-,개봉영화,장편,카자흐스탄,5,,100,,20,전쟁,15세이상관람가,독립/예술영화
88,콜드워,,,,(주)제이에이와이이엔터테인먼트,2022-07-,개봉영화,장편,카자흐스탄,5,,100,,20,범죄,15세이상관람가,독립/예술영화
89,흑형에 빠진 여자들,최홍준,(주)영화사가을,,(주)영화사가을,2022-07-,개봉영화,장편,한국,5,,100,,20,멜로/로맨스,청소년관람불가,일반영화
90,갓길로 달리는 코뿔소,황동석,"A18픽쳐스,(주)26컴퍼니",,(주)26컴퍼니,2022-06-,개봉영화,장편,한국,6,,80,0,0,드라마,15세이상관람가,독립/예술영화
91,섹슈얼파티,,,,(유)조이앤시네마,2022-07-,개봉영화,장편,스페인,5,,68,,20,멜로/로맨스,청소년관람불가,독립/예술영화
92,그대라는기억 연숙씨,심미희,드림채널,,"(주)드림팩트엔터테인먼트,주식회사 블루필름웍스",2022-06-,개봉영화,장편,한국,21,,64,,20,다큐멘터리,전체관람가,독립/예술영화
93,적인걸: 천안의 비밀,,,,(주)위즈덤필름,2022-07-,개봉영화,장편,중국,5,,62,,20,액션,12세이상관람가,독립/예술영화
94,코다,션 헤이더,,판씨네마(주),판씨네마(주),2021-08-,개봉영화,장편,프랑스,308,,53,,47,드라마,12세이상관람가,독립/예술영화
95,불도저에 탄 소녀,박이웅,(주)고집스튜디오,,트윈플러스파트너스(주),2022-04-,개봉영화,장편,한국,203,,44,0,0,드라마,15세이상관람가,독립/예술영화
96,데쓰 캘린더,,,(주)드림팩트엔터테인먼트,THE 픽쳐스,2022-06-,개봉영화,장편,프랑스,17,,42,,23,공포(호러),15세이상관람가,독립/예술영화
97,리골레토,,,,(주) 인스터 글로벌,2022-05-,개봉영화,장편,미국,6,,42,,31,공연,12세이상관람가,일반영화
98,두개의 눈,박우재,문화체육관광부 국립극장,,(주)이놀미디어,2022-06-,개봉영화,장편,한국,9,,39,,30,공연,전체관람가,일반영화
99,더 렛지,하워드 J. 포드,,(주)누리픽쳐스,씨제이 씨지브이(CJ CGV)(주),2022-06-,개봉영화,장편,영국,30,,38,,26,액션,15세이상관람가,독립/예술영화
100,태어나길 잘했어,최진영,대장정,,그린나래미디어(주),2022-04-,개봉영화,장편,한국,50,,37,,37,드라마,12세이상관람가,독립/예술영화
101,섹스 앤 퓨리,,,(주)태양미디어그룹,(주)태양미디어그룹,2022-07-,개봉영화,장편,핀란드,4,,36,0,0,멜로/로맨스,15세이상관람가,독립/예술영화
102,금의위5-풍운제일검,등연성,,,(유)조이앤시네마,2022-06-,개봉영화,장편,중국,5,,25,0,0,액션,15세이상관람가,독립/예술영화
103,드라이브 마이 카,하마구치 류스케,,"(주)영화사조아,(주)트리플픽쳐스",(주)트리플픽쳐스,2021-12-,개봉영화,장편,일본,69,,23,,23,드라마,15세이상관람가,독립/예술영화
104,보드랍게,박문칠,(사)정신대할머니와함께하는시민모임,,(주)인디플러그,2022-02-,개봉영화,장편,한국,20,,21,0,0,다큐멘터리,전체관람가,독립/예술영화
105,같은밭에 씨뿌리기,송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-07-,개봉영화,장편,한국,1,,20,,20,성인물(에로),청소년관람불가,일반영화
106,거유 아줌마의 불륜,오유민,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-07-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
107,관능소설 : 묶여 버린 유부녀,아사기리 키요시,,,(주)씨맥스커뮤니케이션즈,2022-07-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
108,꾀병에 낚인 젖은 부인,,,,(주)씨맥스커뮤니케이션즈,2022-07-,개봉영화,장편,일본,1,,20,,20,성인물(에로),청소년관람불가,일반영화
109,끝까지 빨아먹는 그녀,허승은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-07-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
110,나는 아빠의 여자,성이성,(주)나우콘텐츠,,(주)나우콘텐츠,2022-07-,개봉영화,장편,한국,1,,20,0,0,멜로/로맨스,청소년관람불가,일반영화
111,나도 모르는 마누라 사용 설명서,,,,(주)씨맥스커뮤니케이션즈,2022-07-,개봉영화,장편,일본,1,,20,,20,성인물(에로),청소년관람불가,일반영화
112,내 아내 같은 맛의 그녀,최은호,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-07-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
113,내 여동생이잖아,김만배,(주)담화,,(주)담화,2022-07-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
114,내가 먼저 삽입한 친구의 애인,허승은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-07-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
115,마구 유린당한 그날 밤,오유민,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-07-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
116,마지못해 벌어진 도우미 아줌마,허승은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-07-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
117,막장 가족,리윤,(주)나우콘텐츠,,(주)나우콘텐츠,2022-07-,개봉영화,장편,한국,1,,20,0,0,멜로/로맨스,청소년관람불가,일반영화
118,불륜 : 행복은 다른 곳에 있다,,,,(주)씨맥스커뮤니케이션즈,2022-07-,개봉영화,장편,일본,1,,20,,20,성인물(에로),청소년관람불가,일반영화
119,불쌍한 유부녀 위로하다 넣었어요,오유민,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-07-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
120,비로소 쾌락에 눈떴어요,아키 히데토,,,(주)씨맥스커뮤니케이션즈,2022-07-,개봉영화,장편,일본,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
121,사축 : 속옷 빠는 여자,한길수,주식회사 플릭스코,,주식회사 플릭스코,2022-07-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
122,술 취해 잠든 유부녀 과장님,오유민,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-07-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
123,아내들의 모든 것,윤치수,(주)나우콘텐츠,,(주)나우콘텐츠,2022-07-,개봉영화,장편,한국,1,,20,0,0,멜로/로맨스,청소년관람불가,일반영화
124,야한 이모,KH,(주)나우콘텐츠,,(주)나우콘텐츠,2022-07-,개봉영화,장편,한국,1,,20,0,0,멜로/로맨스,청소년관람불가,일반영화
125,어린 남자만 꼬셔먹는 노처녀,허승은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-07-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
126,엄마 교환,성이성,(주)나우콘텐츠,,(주)나우콘텐츠,2022-07-,개봉영화,장편,한국,1,,20,0,0,멜로/로맨스,청소년관람불가,일반영화
127,여대생의 질문,선우용,(주)룬컴퍼니,,(주)룬컴퍼니,2022-07-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
128,욕망의 가정부,캡틴 에디트맨,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-07-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
129,임신하고 싶다는 며느리,김정호,(주)나우콘텐츠,,(주)나우콘텐츠,2022-07-,개봉영화,장편,한국,1,,20,0,0,멜로/로맨스,청소년관람불가,일반영화
130,작업 당한 아줌마,오유민,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-07-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
131,직장상사:팀장님 부부,최정자,주식회사 플릭스코,,주식회사 플릭스코,2022-07-,개봉영화,장편,한국,1,,20,0,0,성인물(에로),청소년관람불가,일반영화
132,첫경험은 죽지 않는다,송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-07-,개봉영화,장편,한국,1,,20,,20,성인물(에로),청소년관람불가,일반영화
133,"헌 고추, 새 가지",송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-07-,개봉영화,장편,한국,1,,20,,20,성인물(에로),청소년관람불가,일반영화
134,플레이그라운드,,,해피송,해피송,2022-05-,개봉영화,장편,벨기에,43,,13,,1,드라마,12세이상관람가,독립/예술영화
135,소리없는 추격자,,,,(유)조이앤시네마,2022-06-,개봉영화,장편,스페인,5,,12,0,0,미스터리,청소년관람불가,독립/예술영화
136,1945 그레이트 워,데이빗 아부카야,,,(유)조이앤시네마,2022-06-,개봉영화,장편,프랑스,5,,12,0,0,전쟁,15세이상관람가,독립/예술영화
137,올리 마키의 가장 행복한 날,,,"(주)디오시네마,GATE6","(주)디오시네마,GATE6",2022-06-,개봉영화,장편,기타,30,,11,0,0,드라마,12세이상관람가,독립/예술영화
138,맛있는 섹스- 심야의 정사,이민환,(주)케이알씨지,,(주)케이알씨지,2022-07-,개봉영화,장편,한국,5,,6,0,0,멜로/로맨스,청소년관람불가,일반영화
139,내 안의 형수,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-07-,개봉영화,장편,한국,5,,5,0,0,멜로/로맨스,청소년관람불가,일반영화
140,물터진 상속녀,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-07-,개봉영화,장편,한국,5,,5,0,0,멜로/로맨스,청소년관람불가,일반영화
141,이공삼칠,모홍진,"모티브픽쳐스(주),(주)재크필름",,(주)씨네필운,2022-06-,개봉영화,장편,한국,89,,5,0,0,가족,15세이상관람가,독립/예술영화
142,더 노비스,로런 해더웨이,,(주)영화사 진진,(주)영화사 진진,2022-05-,개봉영화,장편,미국,52,,4,0,0,스릴러,15세이상관람가,독립/예술영화
143,뜨거운 피,천명관,주식회사 고래픽처스,,"(주)스튜디오디에이치엘,(주)키다리스튜디오",2022-03-,개봉영화,장편,한국,,,2,,2,범죄,15세이상관람가,일반영화
144,게이샤의 기억,오쿠 와타루,,,(주)영진크리에이티브,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
145,과부형수 달래주기,K-타로,,,(주)영진크리에이티브,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
146,그녀의 섹스는 잘못이 없다,카츠라기 히로후미,,,(주)라온컴퍼니플러스,2022-07-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
