NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
46,노웨어 스페셜,우베르토 파솔리니,,그린나래미디어(주),"그린나래미디어(주),(주)인터파크",2021-12-,개봉영화,장편,이탈리아,62,,,,,드라마,전체관람가,독립/예술영화
47,소설가 구보의 하루,임현묵,영화사 다동극장,,필름다빈,2021-12-,개봉영화,장편,한국,36,,,,,드라마,12세이상관람가,독립/예술영화
48,귀멸의 칼날: 나타구모산 편,소토자키 하루오,,애니맥스 브로드캐스팅 코리아 유한회사,(주)박수엔터테인먼트,2021-11-,개봉영화,장편,일본,310,,,,,애니메이션,15세이상관람가,일반영화
49,괴짜들의 로맨스,,,"메가박스중앙(주),오드",메가박스중앙(주),2021-11-,개봉영화,장편,대만,152,,,,,멜로/로맨스,12세이상관람가,독립/예술영화
50,십계,"빌 보이스,존 스트로나크",,(재)CBS,"(재)CBS,주식회사 블루필름웍스",2021-12-,개봉영화,장편,미국,81,,,,401,애니메이션,전체관람가,독립/예술영화
51,해피 아워,하마구치 류스케,,"(주)영화사조아,(주)트리플픽쳐스",(주)트리플픽쳐스,2021-12-,개봉영화,장편,일본,15,,,,,드라마,15세이상관람가,독립/예술영화
52,메이드 인 이태리,제임스 다시,,오드,오드,2021-11-,개봉영화,장편,영국,124,,,,,드라마,12세이상관람가,독립/예술영화
53,강릉,윤영빈,"(주)아센디오,(주)본팩토리,(주)데이드림엔터테인먼트,(유)조이앤시네마",,"(주)스튜디오 산타클로스엔터테인먼트,(주)아센디오,(주)제이앤씨미디어그룹",2021-11-,개봉영화,장편,한국,760,,,,520,범죄,청소년관람불가,일반영화
54,한창나이 선녀님,원호연,(주)큰물고기미디어,,(주)트리플픽쳐스,2021-10-,개봉영화,장편,한국,74,,,,,다큐멘터리,전체관람가,독립/예술영화
55,퍼스트 카우,켈리 레인하르트,,(주)영화사 진진,(주)영화사 진진,2021-11-,개봉영화,장편,미국,38,,,,,드라마,12세이상관람가,독립/예술영화
56,노회찬6411,민환기,"(주)명필름,시네마6411,평등하고 공정한나라 노회찬재단",,"(주)리틀빅픽쳐스,시네마6411",2021-10-,개봉영화,장편,한국,154,,,,,다큐멘터리,12세이상관람가,독립/예술영화
57,포에버 퍼스트 러브,,,(주)콘텐츠패밀리,(주)콘텐츠패밀리,2021-12-,개봉영화,장편,호주,19,,,,,멜로/로맨스,15세이상관람가,독립/예술영화
58,신의 손,파올로 소렌티노,,,씨제이 씨지브이(CJ CGV)(주),2021-12-,개봉영화,장편,미국,42,,,,,드라마,청소년관람불가,일반영화
59,언힐러,마틴 귀귀,,(주)콘텐츠패밀리,(주)콘텐츠패밀리,2021-12-,개봉영화,장편,미국,19,,,,945,SF,15세이상관람가,일반영화
60,왼팔의복서 닉,,,(주)콘텐츠패밀리,(주)콘텐츠패밀리,2021-12-,개봉영화,장편,미국,18,,,,,드라마,15세이상관람가,독립/예술영화
61,리틀 뱀파이어,조안 스파,,(주)퍼스트런,(주)디스테이션,2021-12-,개봉영화,장편,프랑스,116,,,,256,애니메이션,전체관람가,일반영화
62,애프터: 관계의 함정,,,판씨네마(주),판씨네마(주),2021-10-,개봉영화,장편,미국,378,,,,,멜로/로맨스,15세이상관람가,일반영화
63,행복의 속도,박혁지,(주)하이하버픽쳐스,,(주)영화사 진진,2021-11-,개봉영화,장편,한국,23,,,,767,다큐멘터리,전체관람가,독립/예술영화
64,싸나희 순정,정병각,"(주)인베스트하우스,에이스팩토리",,(주)마노엔터테인먼트,2021-11-,개봉영화,장편,한국,41,,,,122,드라마,12세이상관람가,독립/예술영화
65,동백,신준영,(주)해오름이앤티,,시네마 뉴원,2021-10-,개봉영화,장편,한국,60,,,0,0,드라마,12세이상관람가,독립/예술영화
66,로그북,복진오,복미디어,,시네마 뉴원,2021-11-,개봉영화,장편,한국,15,,,,523,다큐멘터리,전체관람가,독립/예술영화
67,송해 1927,윤재호,"주식회사 이로츠,빈스로드",,(주)스튜디오디에이치엘,2021-11-,개봉영화,장편,한국,60,,,,612,다큐멘터리,12세이상관람가,독립/예술영화
68,모가디슈,류승완,"(주)덱스터스튜디오,(주)외유내강,(주)필름케이",,롯데컬처웍스(주)롯데엔터테인먼트,2021-07-,개봉영화,장편,한국,,,,,36,액션,15세이상관람가,일반영화
69,파워 오브 도그,제인 캠피온,,,씨제이 씨지브이(CJ CGV)(주),2021-11-,개봉영화,장편,미국,113,,,,875,드라마,15세이상관람가,일반영화
70,기적,이장훈,(주)블러썸픽쳐스,,롯데컬처웍스(주)롯데엔터테인먼트,2021-09-,개봉영화,장편,한국,,,839,,95,드라마,12세이상관람가,일반영화
71,후겟츠 웨슬리,헉 봇코,,(주)콘텐츠패밀리,(주)영화특별시에스엠씨,2021-11-,개봉영화,장편,미국,89,,809,,802,코미디,12세이상관람가,일반영화
72,피어: 마지막 생존자,"제프 레이즈너,제이슨 토비아스",,(주)제이브로,(주)제이브로,2021-12-,개봉영화,장편,미국,20,,800,,240,액션,15세이상관람가,일반영화
73,할로윈 킬즈,데이빗 고든 그린,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2021-10-,개봉영화,장편,미국,43,,780,,780,공포(호러),청소년관람불가,일반영화
74,귀멸의 칼날: 남매의 연,소토자키 하루오,,애니맥스 브로드캐스팅 코리아 유한회사,(주)박수엔터테인먼트,2021-11-,개봉영화,장편,일본,383,,779,,250,애니메이션,15세이상관람가,일반영화
75,왕십리 김종분,김진열,㈜인디스토리,,㈜인디스토리,2021-11-,개봉영화,장편,한국,32,,770,,603,다큐멘터리,12세이상관람가,독립/예술영화
76,베놈 2: 렛 데어 비 카니지,앤디 서키스,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2021-10-,개봉영화,장편,미국,,,764,,468,액션,15세이상관람가,일반영화
77,휴가,이란희,작업장 ‘봄’,,㈜인디스토리,2021-10-,개봉영화,장편,한국,55,,753,,113,드라마,12세이상관람가,독립/예술영화
78,로또쉐어,소재익,(주)지티지그룹,,와이드 릴리즈(주),2021-11-,개봉영화,장편,한국,20,,687,,365,스릴러,15세이상관람가,일반영화
79,아워 미드나잇,임정은,화목한영화사,,필름다빈,2021-11-,개봉영화,장편,한국,50,,667,,274,드라마,12세이상관람가,독립/예술영화
80,"틱, 틱... 붐!",린-마누엘 미란다,,,씨제이 씨지브이(CJ CGV)(주),2021-11-,개봉영화,장편,미국,108,,638,,638,드라마,12세이상관람가,일반영화
81,노트르담,발레리 돈젤리,,,(주)엣나인필름,2021-12-,개봉영화,장편,프랑스,15,,601,,525,드라마,15세이상관람가,독립/예술영화
82,갱경떡삥이,진명,갱경 엔터테인먼트,,갱경 엔터테인먼트,2021-12-,개봉영화,장편,한국,1,,565,,565,드라마,청소년관람불가,독립/예술영화
83,코다,션 헤이더,,판씨네마(주),판씨네마(주),2021-08-,개봉영화,장편,프랑스,308,,516,,474,드라마,12세이상관람가,독립/예술영화
84,그림자꽃,이승준,블루버드픽처스,,(주)엣나인필름,2021-10-,개봉영화,장편,한국,89,,471,,3,다큐멘터리,12세이상관람가,독립/예술영화
85,무녀도,안재훈,(주)연필로명상하기,,(주)씨네필운,2021-11-,개봉영화,장편,한국,49,,467,,199,뮤지컬,12세이상관람가,일반영화
86,총을 들지 않는 사람들: 금기에 도전,김환태,다큐이야기,,(주)스튜디오 보난자,2021-12-,개봉영화,장편,한국,9,,451,,369,다큐멘터리,12세이상관람가,독립/예술영화
87,기억의 시간,황경성,(주)컨택트미디어,,(주)컨택트미디어,2021-12-,개봉영화,장편,한국,6,,445,,288,멜로/로맨스,12세이상관람가,일반영화
88,사울 레이터: 인 노 그레이트 허리,,,,(주)글린트,2021-12-,개봉영화,장편,헝가리,14,,438,,364,다큐멘터리,전체관람가,독립/예술영화
89,가면-감춰진 진실,,,,명보 아트시네마,2021-12-,개봉영화,장편,캐나다,0,,434,,434,다큐멘터리,12세이상관람가,일반영화
90,십개월의 미래,남궁선,한국예술종합학교 산학협력단,,그린나래미디어(주),2021-10-,개봉영화,장편,한국,158,,430,,66,드라마,12세이상관람가,독립/예술영화
91,"사비나: 그리스도를 위한 고난, 나치 시대",존 그루터스,,,커넥트픽쳐스(주),2021-11-,개봉영화,장편,미국,44,,419,,188,드라마,12세이상관람가,독립/예술영화
92,고장난 론,"사라 스미스,장 필립 바인,옥타비오 E. 로드리게즈",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-10-,개봉영화,장편,미국,904,,413,0,0,애니메이션,전체관람가,일반영화
93,수상한 옆집 아내,김예나,R&R 프로덕션,,R&R 프로덕션,2021-12-,개봉영화,장편,한국,20,,401,,200,성인물(에로),청소년관람불가,일반영화
94,그린 나이트,데이빗 로워리,,찬란,(주)팝엔터테인먼트,2021-08-,개봉영화,장편,미국,235,,395,,299,어드벤처,15세이상관람가,독립/예술영화
95,그레이트 샤크2,자레드 콘,,,(유)조이앤시네마,2021-12-,개봉영화,장편,미국,50,,391,,82,액션,12세이상관람가,일반영화
96,싱크홀,김지훈,(주)더타워픽쳐스,,(주)쇼박스,2021-08-,개봉영화,장편,한국,,,359,0,0,코미디,12세이상관람가,일반영화
97,이상존재,차진우,"(주)아크메,(주)드림팩트엔터테인먼트",,(주)드림팩트엔터테인먼트,2021-12-,개봉영화,장편,한국,53,,349,,55,공포(호러),15세이상관람가,독립/예술영화
98,엔드리스,스콧 스피어,,(주)올스타엔터테인먼트,(주)에스와이코마드,2021-12-,개봉영화,장편,미국,16,,346,,151,판타지,12세이상관람가,독립/예술영화
99,꽃손,권순중,씨엠지초록별,,(주)에스와이코마드,2021-12-,개봉영화,장편,한국,5,,330,,326,드라마,전체관람가,독립/예술영화
100,"러브 어페어: 우리가 말하는 것, 우리가 하는 것",엠마누엘 무레,,주식회사 슈아픽처스,주식회사 슈아픽처스,2021-11-,개봉영화,장편,프랑스,32,,330,,161,드라마,15세이상관람가,독립/예술영화
101,종착역,"권민표,서한솔","(주)타이거시네마,DGC",,필름다빈,2021-09-,개봉영화,장편,한국,49,,319,0,0,드라마,전체관람가,독립/예술영화
102,1984 최동원,조은성,"(주)영화사진,엠앤씨에프",,(주)트리플픽쳐스,2021-11-,개봉영화,장편,한국,172,,316,,147,다큐멘터리,전체관람가,독립/예술영화
103,기우제,권하,묘명동화,,(주)에스와이코마드,2021-12-,개봉영화,장편,한국,4,,256,,221,드라마,15세이상관람가,독립/예술영화
104,우리는 이별에 서툴러서,"이현지,이건욱,박동기,민병채",주식회사 씨엠닉스,,주식회사 씨엠닉스,2021-12-,개봉영화,장편,한국,3,,244,,138,드라마,12세이상관람가,독립/예술영화
105,뉴 오더,미셸 프랑코,,찬란,찬란,2021-11-,개봉영화,장편,기타,31,,243,,47,스릴러,청소년관람불가,독립/예술영화
106,리유니언,제이크 마하피,,(주)제이브로,(주)영화사오원,2021-12-,개봉영화,장편,기타,11,,209,,154,공포(호러),15세이상관람가,독립/예술영화
107,바다 탐험대 옥토넛 : 육지수호 대작전,,,"(주)얼리버드픽쳐스,와이드 릴리즈(주)",와이드 릴리즈(주),2021-10-,개봉영화,장편,영국,205,,205,0,0,애니메이션,전체관람가,일반영화
108,사막을 건너 호수를 지나,"박소현,송영윤",보리와 메루,,영화배급협동조합 씨네소파,2021-12-,개봉영화,장편,한국,12,,204,,127,다큐멘터리,전체관람가,독립/예술영화
109,에이펙스,,,(주)누리픽쳐스,(주)누리픽쳐스,2021-11-,개봉영화,장편,캐나다,50,,200,,80,액션,15세이상관람가,일반영화
110,타이거마스크,염정원,"(주)그노스,(주)파이브데이,꿀잼컴퍼니(주)",,"(주)그노스,(주)다날엔터테인먼트",2021-12-,개봉영화,장편,한국,36,,190,,33,코미디,12세이상관람가,일반영화
111,프리 가이,숀 레비,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2021-08-,개봉영화,장편,미국,750,,188,0,0,액션,12세이상관람가,일반영화
112,데스 파이터 : 죽음의 매치,,,,주식회사 루믹스미디어,2021-12-,개봉영화,장편,영국,5,,180,0,0,액션,15세이상관람가,독립/예술영화
113,쁘띠 마망,셀린 시아마,,찬란,찬란,2021-10-,개봉영화,장편,프랑스,97,,175,,118,드라마,전체관람가,독립/예술영화
114,숏버스 배우행,"이건휘,김내리,황지현,서태범,황재필,김효준",서울국제초단편영화제,,"언더식스티,(주)퍼니콘",2021-12-,개봉영화,옴니버스,한국,16,,171,,93,드라마,12세이상관람가,독립/예술영화
115,퍼피 구조대 더 무비,캘런 브런커,,,롯데컬처웍스(주)롯데엔터테인먼트,2021-08-,개봉영화,장편,미국,355,,166,0,0,애니메이션,전체관람가,일반영화
116,긴 하루,조성규,(주)와우,,하준사,2021-12-,개봉영화,장편,한국,12,,149,,118,드라마,12세이상관람가,독립/예술영화
117,보는 것을 사랑한다,윤기형,고양이구름 필름,,(주)드림팩트엔터테인먼트,2021-10-,개봉영화,장편,한국,8,,142,0,0,다큐멘터리,전체관람가,독립/예술영화
118,타다: 대한민국 스타트업의 초상,권명국,(주)시네마틱퍼슨,,(주)넥스트엔터테인먼트월드(NEW),2021-10-,개봉영화,장편,한국,73,,140,0,0,다큐멘터리,전체관람가,독립/예술영화
119,숏버스 감독행,"최진영,현승휘,서정미,김건휘,이상빈",(주)퍼니콘,,"언더식스티,(주)퍼니콘",2021-11-,개봉영화,옴니버스,한국,14,,121,,93,드라마,15세이상관람가,독립/예술영화
120,밀리터리 맨,,,"주식회사 풍경소리,(주)타임앤드스페이스","주식회사 풍경소리,(주)타임앤드스페이스",2021-11-,개봉영화,장편,러시아,5,,120,,60,전쟁,15세이상관람가,독립/예술영화
121,꽃다발 같은 사랑을 했다,도이 노부히로,,(주)미디어캐슬,"(주)리틀빅픽쳐스,(주)레드로버",2021-07-,개봉영화,장편,일본,198,,119,,31,멜로/로맨스,12세이상관람가,독립/예술영화
122,피닉스,크리스티안 펫졸드,,M&M 인터내셔널,M&M 인터내셔널,2021-07-,개봉영화,장편,독일,54,,116,,116,드라마,12세이상관람가,독립/예술영화
123,보이스,"김선,김곡",(주)수필름,,(주)씨제이이엔엠,2021-09-,개봉영화,장편,한국,,,114,,74,범죄,15세이상관람가,일반영화
124,스카이파이어,사이먼 웨스트,,(주)올스타엔터테인먼트,(주)이놀미디어,2021-12-,개봉영화,장편,미국,5,,113,,11,액션,12세이상관람가,독립/예술영화
125,최선의 삶,이우정,"(주)마일스톤컴퍼니,(주)모토",,(주)엣나인필름,2021-09-,개봉영화,장편,한국,101,,112,,57,드라마,15세이상관람가,독립/예술영화
126,더 매치: 1944,,,,(주)스토리제이,2021-12-,개봉영화,장편,기타,5,,100,,20,드라마,12세이상관람가,독립/예술영화
127,색남색녀,선우용,(주)룬컴퍼니,,(주)룬컴퍼니,2021-12-,개봉영화,장편,한국,5,,100,,20,성인물(에로),청소년관람불가,일반영화
128,아내의 예쁜동생,리차드 킴,(주)룬컴퍼니,,(주)룬컴퍼니,2021-12-,개봉영화,장편,한국,5,,100,,20,성인물(에로),청소년관람불가,일반영화
129,천기검,,,,초코필름,2021-12-,개봉영화,장편,중국,5,,100,,20,어드벤처,15세이상관람가,독립/예술영화
130,빌리 홀리데이,리 다니엘스,,(주)퍼스트런,(주)디스테이션,2021-11-,개봉영화,장편,미국,71,,96,,53,드라마,청소년관람불가,독립/예술영화
131,언포기버블,,,,씨제이 씨지브이(CJ CGV)(주),2021-11-,개봉영화,장편,미국,41,,88,,10,드라마,15세이상관람가,일반영화
132,어 굿 맨,마리-캐스틸 멘션-솨아,,(주)엔케이컨텐츠,(주)디스테이션,2021-11-,개봉영화,장편,프랑스,26,,85,,9,드라마,15세이상관람가,독립/예술영화
133,2솔져스: 배틀필드,,,,(유)조이앤시네마,2021-12-,개봉영화,장편,이스라엘,5,,79,,3,액션,15세이상관람가,독립/예술영화
134,산타킬러스,"에숌 넬스,이안 넬스",,주식회사 콘텐츠플레이,(주)이놀미디어,2021-12-,개봉영화,장편,미국,7,,76,,28,액션,15세이상관람가,독립/예술영화
135,당신얼굴 앞에서,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2021-10-,개봉영화,장편,한국,69,,67,,66,드라마,15세이상관람가,독립/예술영화
136,보스 베이비 2,톰 맥그라스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2021-07-,개봉영화,장편,미국,,,67,,67,애니메이션,전체관람가,일반영화
137,글래디에이터: 레전드 워리어,,,,(유)조이앤시네마,2021-11-,개봉영화,장편,미국,49,,65,,8,액션,15세이상관람가,일반영화
138,무림팔선,,,,(유)조이앤시네마,2021-12-,개봉영화,장편,중국,5,,60,,2,판타지,15세이상관람가,독립/예술영화
139,기문환생,,,,(유)조이앤시네마,2021-12-,개봉영화,장편,홍콩,7,,58,,3,판타지,15세이상관람가,독립/예술영화
140,"나의 끝, 당신의 시작",,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,2021-11-,개봉영화,장편,독일,16,,58,,14,드라마,15세이상관람가,독립/예술영화
141,필로포비아,,,주식회사 제이씨엔터웍스,(주)드림팩트엔터테인먼트,2021-12-,개봉영화,장편,영국,10,,58,,51,코미디,청소년관람불가,독립/예술영화
142,싸반,소폰 사크다피싯,,(주)라이크콘텐츠,(주)라이크콘텐츠,2021-11-,개봉영화,장편,태국,48,,54,0,0,공포(호러),15세이상관람가,독립/예술영화
143,보조바퀴,이주예,주식회사 필름초이스,,주식회사 필름초이스,2021-11-,개봉영화,장편,한국,1,,49,,35,드라마,전체관람가,독립/예술영화
144,칼리버 9: 마피아 워,,,씨네라인월드(주),(주)라이크콘텐츠,2021-12-,개봉영화,장편,이탈리아,5,,48,,1,범죄,15세이상관람가,독립/예술영화
145,핫 블러드,신재명,(주)하늬바람,,(주)제이앤씨미디어그룹,2021-11-,개봉영화,장편,한국,52,,48,,4,액션,15세이상관람가,독립/예술영화
146,기문둔갑: 괴소소녀,,,,(유)조이앤시네마,2021-12-,개봉영화,장편,홍콩,5,,42,,3,판타지,12세이상관람가,독립/예술영화
