NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
195,웬디고: 전설의 몬스터,,,,(주)영화사 안다미로,20210125,개봉영화,장편,미국,1,1000,1,1000,1,공포(호러),15세이상관람가,일반영화
196,음란한 유부녀들:남편친구와 정사,나카지마 타로,,,(주)영진크리에이티브,20210104,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
197,음란한 회의실:신입 여직원과,미시마 로쿠사부로,,,(주)영진크리에이티브,20210125,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
198,음탕한 슬렌더 그녀,,,,(주)빅콘미디어,20210105,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
199,음탕한 유부녀의 밀회,사노 B사쿠,,,(주)영진크리에이티브,20210104,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
200,자매 : 탐스러운 가슴,한대위,(주)영화사가을,,(주)영화사가을,20210101,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
201,자매의교환섹스2-무삭제,천성준,에이원 미디어,,에이원 미디어,20210120,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
202,젊은형수:한 번 해볼래?,버드맨 텟페이,,,(주)영진크리에이티브,20210108,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
203,착한 형부 무삭제,한대위,(주)영화사가을,,(주)영화사가을,20210126,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
204,친구엄마들 3,최찬호,(주)영화사가을,,(주)영화사가을,20210105,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
205,쾌락마사지:낯선 남자들의 손기술,빈센트 갸루,,,(주)영진크리에이티브,20210108,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
206,파이널 리벤지,,,,(주)스토리제이,20210109,개봉영화,장편,터키,1,1000,1,0,0,전쟁,15세이상관람가,일반영화
207,패티쉬 : 흥분한 남자들,이종기,(주)영화사가을,,(주)영화사가을,20210101,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
208,형수 길들이기 - 무삭제판,정태준,컨텐츠레드,,(주)컨텐츠 빌리지,20210127,개봉영화,장편,한국,1,1000,1,1000,1,멜로/로맨스,청소년관람불가,일반영화
209,화끈한 미용실 무삭제,김춘수,(주)영화사가을,,(주)영화사가을,20210102,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
210,A형젖큰여자친구,판,스마일컨텐츠,,스마일컨텐츠,20210129,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
211,D컵여자친구-무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,20210113,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
212,O형수박가슴가정부,판,스마일컨텐츠,,스마일컨텐츠,20210108,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
213,SNS 러브,,,,컴퍼니 엘론 (주),20210128,개봉영화,장편,미국,1,1000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
