NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
29,디지몬 어드벤처 : 라스트 에볼루션 인연,타구치 토모히사,,(주)얼리버드픽쳐스,(주)얼리버드픽쳐스,20210217,개봉영화,장편,일본,70,45098500,4344,17408300,1653,애니메이션,12세이상관람가,일반영화
30,프라미싱 영 우먼,에머랄드 펜넬,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),20210224,개봉영화,장편,미국,70,32962000,4284,22345000,3099,범죄,15세이상관람가,일반영화
31,인투 더 미러,아이작 에즈반,,(주)히스토리필름,(주)팝엔터테인먼트,20210217,개봉영화,장편,캐나다,219,37516170,4198,11326080,1266,SF,15세이상관람가,일반영화
32,극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 완더링; 아가트람,스에자와 케이,,(주)애니플러스,(주)애니플러스,20210225,개봉영화,장편,일본,91,40354610,4109,14816570,1418,애니메이션,15세이상관람가,일반영화
33,시간의 끝에서 널 기다려,요정정,,주식회사 루믹스미디어,(주)디스테이션,20210217,개봉영화,장편,홍콩,111,33842200,4094,15695200,1882,드라마,12세이상관람가,독립/예술영화
34,잃어버린 얼굴 1895,이지나,(재)서울예술단,,(재)서울예술단,20210224,개봉영화,장편,한국,63,68572500,3771,30374000,1652,뮤지컬,전체관람가,일반영화
35,해변의 에트랑제,오오하시 아키요,,컴퍼니 엘론 (주),(주)팝엔터테인먼트,20210218,개봉영화,장편,일본,92,34204350,3707,16294530,1695,애니메이션,15세이상관람가,독립/예술영화
36,토이 솔져스: 가짜사나이2 더 컴플리트,오윤동,씨제이포디플렉스 주식회사,,씨제이포디플렉스 주식회사,20210127,개봉영화,장편,한국,155,32983500,3125,12564500,1161,다큐멘터리,15세이상관람가,일반영화
37,이 안에 외계인이 있다,최은종,"조아필름,(주)와이제이글로벌그룹,파랑필름",,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)",20210203,개봉영화,장편,한국,121,27116130,3068,10293650,1072,코미디,12세이상관람가,독립/예술영화
38,ARKO LIVE 뮤지컬 시데레우스,,(주)아이디어랩,,(주)아이디어랩,20210211,개봉영화,장편,한국,14,44876500,2992,25288500,1686,뮤지컬,전체관람가,일반영화
39,서바이브 더 나잇,맷 에스칸다리,,(주)퍼스트런,(주)퍼스트런,20210203,개봉영화,장편,미국,11,14424140,2908,7110360,1449,액션,15세이상관람가,일반영화
40,리틀드래곤 코코넛2: 정글대탐험,안소니 파워,,(주)히스토리필름,(주)팝엔터테인먼트,20210224,개봉영화,장편,독일,147,21596980,2620,2651040,296,애니메이션,전체관람가,일반영화
41,"구라, 베토벤",봉수,(주)오씨네,,목영이엔엠,20210225,개봉영화,장편,한국,11,15922400,2602,9727500,1569,기타,15세이상관람가,독립/예술영화
42,용루각2: 신들의 밤,최상훈,"(주)그노스,꿀잼컴퍼니(주)",,(주)그노스,20210210,개봉영화,장편,한국,20,14561790,2435,7729180,1290,액션,15세이상관람가,일반영화
43,로그시티,올리비에르 마샬,,(주)올스타엔터테인먼트,(주)올스타엔터테인먼트,20210211,개봉영화,장편,프랑스,10,13924180,2327,7603240,1268,범죄,청소년관람불가,일반영화
44,폴리스,앤 폰테인,,(주)퍼스트런,(주)퍼스트런,20210210,개봉영화,장편,프랑스,10,13535520,2256,7222080,1202,드라마,15세이상관람가,일반영화
45,칙 파이트,폴 레이든,,주식회사 디에스이이디,주식회사 디에스이이디,20210204,개봉영화,장편,미국,21,13441210,2234,7668640,1273,액션,15세이상관람가,일반영화
46,사일런싱,,,(주)홈초이스,(주)홈초이스,20210128,개봉영화,장편,미국,89,14334740,2137,6325150,993,공포(호러),15세이상관람가,일반영화
47,살아남은 사람들,버르너바시 토트,,알토미디어(주),알토미디어(주),20210210,개봉영화,장편,헝가리,35,14309700,1879,7996980,1023,드라마,15세이상관람가,독립/예술영화
48,헬렌: 내 영혼의 자화상,안티 조키넨,,(주)영화사 진진,(주)영화사 진진,20210225,개봉영화,장편,기타,40,11394950,1430,7731020,924,드라마,12세이상관람가,독립/예술영화
49,부활: 그 증거,김상철,파이오니아21,,(주)영화사 진진,20201008,개봉영화,장편,한국,111,9433000,1348,794000,121,다큐멘터리,전체관람가,독립/예술영화
50,극장판 바이올렛 에버가든,이시다테 타이치,,미라지엔터테인먼트,(주)라이크콘텐츠,20201112,개봉영화,장편,일본,131,13086100,1283,10858400,1067,애니메이션,전체관람가,독립/예술영화
51,스푸트닉,,,(유)조이앤시네마,(주)제이앤씨미디어그룹,20210204,개봉영화,장편,러시아,83,10359640,1191,3164120,367,SF,15세이상관람가,일반영화
52,정브르의 동물일기,박동훈,(주)샌드박스네트워크,,CGV ICECON,20210224,개봉영화,장편,한국,51,6640500,987,1980000,296,다큐멘터리,전체관람가,일반영화
53,늑대와 빨간 재킷,뱅상 파로노,,판씨네마(주),판씨네마(주),20210203,개봉영화,장편,프랑스,74,8525200,950,2893740,345,스릴러,청소년관람불가,독립/예술영화
54,간이역,김정민,유한회사 간이역,,(주)드림팩트엔터테인먼트,20210218,개봉영화,장편,한국,48,7385340,852,3262270,361,드라마,12세이상관람가,일반영화
55,블라인드,타마르 반 덴 도프,,"주식회사 컨텐츠썬,와이드 릴리즈(주)",주식회사 컨텐츠썬,20210114,개봉영화,장편,네덜란드,239,6748700,843,3725500,448,드라마,15세이상관람가,일반영화
56,큰엄마의 미친봉고,백승환,(주)백그림,,(주)백그림,20210121,개봉영화,장편,한국,67,5013510,830,3493540,581,코미디,12세이상관람가,일반영화
57,더 시크릿,유발 애들러,,(주)퍼스트런,"TCO(주)더콘텐츠온,(주)스튜디오디에이치엘",20210121,개봉영화,장편,영국,72,4543510,755,2321540,384,스릴러,15세이상관람가,독립/예술영화
58,관계의 가나다에 있는 우리는,이인의,굿인스토리,,(주)시네마달,20210128,개봉영화,장편,한국,39,6485070,723,3997170,422,드라마,전체관람가,독립/예술영화
59,조제,김종관,볼미디어(주),,워너브러더스 코리아(주),20201210,개봉영화,장편,한국,1179,3547000,709,3547000,709,멜로/로맨스,15세이상관람가,일반영화
60,아홉수 로맨스,"이새별,신효진",스토리웨이브픽쳐스,,(주)스튜디오 보난자,20210224,개봉영화,장편,한국,24,5864680,608,4704000,492,멜로/로맨스,12세이상관람가,독립/예술영화
61,내겐 너무 어려운 연애,,,(주)디오시네마,"(주)디오시네마,(주)태양미디어그룹",20210204,개봉영화,장편,이탈리아,32,5571560,602,3493660,342,코미디,12세이상관람가,독립/예술영화
62,런,아니쉬 차간티,,(주)올스타엔터테인먼트,(주)올스타엔터테인먼트,20201120,개봉영화,장편,미국,799,4997000,568,4956000,563,미스터리,15세이상관람가,일반영화
63,미드나잇 버스,,,(주)미디어캐슬,(주)라이크콘텐츠,20210204,개봉영화,장편,일본,26,4713580,559,2973680,346,드라마,12세이상관람가,독립/예술영화
64,테넷,크리스토퍼 놀란,,워너브러더스 코리아(주),워너브러더스 코리아(주),20200826,개봉영화,장편,미국,2228,5019000,502,1760000,176,액션,12세이상관람가,일반영화
65,제이티 르로이,,,(주)스톰픽쳐스코리아,(주)영화사 빅,20210121,개봉영화,장편,미국,93,2407000,421,1980000,343,드라마,15세이상관람가,독립/예술영화
66,라스칼라 갈라 콘서트: 별들을 다시 보려고,리카르도 샤이,,일미디어,일미디어,20210201,개봉영화,장편,이탈리아,10,10059550,366,6119050,202,공연,전체관람가,일반영화
67,타오르는 여인의 초상,셀린 시아마,,그린나래미디어(주),"그린나래미디어(주),(주)홈초이스",20200116,개봉영화,장편,프랑스,120,3298500,365,2360500,263,드라마,15세이상관람가,독립/예술영화
68,원더 우먼 1984,팻티 젠킨스,,워너브러더스 코리아(주),워너브러더스 코리아(주),20201223,개봉영화,장편,미국,2260,2957940,349,1381600,154,액션,12세이상관람가,일반영화
69,극장판 기븐,야마구치 히카루,,(주)애니플러스,(주)애니플러스,20201126,개봉영화,장편,일본,103,3133010,342,3133010,342,애니메이션,15세이상관람가,일반영화
70,바바 야가: 숲의 악령,스브야토슬라브 포드가에브스키,,주식회사 풍경소리,주식회사 풍경소리,20210218,개봉영화,장편,러시아,5,1500000,300,600000,120,공포(호러),15세이상관람가,독립/예술영화
71,이웃사촌,이환경,"(주)시네마허브,환타지엔터테인먼트",,"(주)리틀빅픽쳐스,(주)트리니티픽쳐스",20201125,개봉영화,장편,한국,1363,1398000,277,1366000,273,드라마,12세이상관람가,일반영화
72,파힘,피에르 프랑소와 마틴 라발,,그린나래미디어(주),(주)디스테이션,20210121,개봉영화,장편,프랑스,165,2129200,275,1168200,138,드라마,전체관람가,독립/예술영화
73,BBC프롬스: 아르헤리치와 바렌보임 콘서트,다니엘 바렌보임,,(주)케빈앤컴퍼니,(주)케빈앤컴퍼니,20210202,개봉영화,장편,독일,13,7493050,252,4435050,145,공연,전체관람가,일반영화
74,데스 숏컷,,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,20210203,개봉영화,장편,기타,10,1526720,241,138100,17,판타지,15세이상관람가,독립/예술영화
75,커넥트,제이콥 체이스,,(주)씨제이이엔엠,(주)이수C&E,20210120,개봉영화,장편,미국,386,2007750,234,396370,42,공포(호러),15세이상관람가,독립/예술영화
76,동생의 아내,김창석,(주)로드하우스,,(주)로드하우스,20210216,개봉영화,장편,한국,20,1071000,212,500000,100,멜로/로맨스,청소년관람불가,일반영화
77,맛있는 여자,김창석,(주)로드하우스,,(주)로드하우스,20210209,개봉영화,장편,한국,20,1071000,212,500000,100,멜로/로맨스,청소년관람불가,일반영화
78,모녀의 노예,김창석,(주)로드하우스,,(주)로드하우스,20210223,개봉영화,장편,한국,20,1059000,210,500000,100,멜로/로맨스,청소년관람불가,일반영화
79,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,스도 토모노리,,(주)애니플러스,(주)애니플러스,20201022,개봉영화,장편,일본,149,2203180,200,2203180,200,애니메이션,15세이상관람가,일반영화
80,그들의 씨받이,최환,(주)케이알씨지,,(주)케이알씨지,20210218,개봉영화,장편,한국,17,918000,197,303000,62,성인물(에로),청소년관람불가,일반영화
81,마이 미씽 발렌타인,진옥훈,,주식회사 디에스이이디,(주)트리플픽쳐스,20210114,개봉영화,장편,기타,153,1742950,193,763950,85,멜로/로맨스,12세이상관람가,독립/예술영화
82,누구나 비밀은 있다- 간호일기,이동현,(주)디에이치미디어,,(주)케이알씨지,20210210,개봉영화,장편,한국,10,912000,191,303000,62,성인물(에로),청소년관람불가,일반영화
83,모추어리 컬렉션,,,(주)이놀미디어,(주)이놀미디어,20210121,개봉영화,장편,미국,115,1585600,180,824900,96,판타지,청소년관람불가,독립/예술영화
84,라이브 하드,황욱,키치스필름,,(주)드림팩트엔터테인먼트,20210225,개봉영화,장편,한국,10,1445070,157,1274570,137,드라마,15세이상관람가,독립/예술영화
85,요요현상,고두현,영화사 금요일,,영화배급협동조합 씨네소파,20210114,개봉영화,장편,한국,27,979000,128,587000,60,다큐멘터리,전체관람가,독립/예술영화
86,사라센의 칼,임재영,대쉬 필름,,(주)콘텐츠윙,20210114,개봉영화,장편,한국,14,793970,124,124970,13,드라마,15세이상관람가,독립/예술영화
87,파티마의 기적,마르코 폰테코르보,,(주)스톰픽쳐스코리아,(주)디스테이션,20201203,개봉영화,장편,미국,162,385000,121,0,0,드라마,12세이상관람가,독립/예술영화
88,골든맨,빈센조 알피리,,(주)액티버스엔터테인먼트,예지림엔터테인먼트,20210127,개봉영화,장편,이탈리아,25,913800,119,238800,33,범죄,15세이상관람가,독립/예술영화
89,에이리,오오토모 케이시,,(주)미디어캐슬,(주)미디어캐슬,20210122,개봉영화,장편,일본,1,1171200,118,1148200,115,미스터리,15세이상관람가,독립/예술영화
90,"그리고, 살아간다",츠키카와 쇼,,(주)미디어캐슬,(주)미디어캐슬,20210115,개봉영화,장편,일본,1,1030570,117,998070,113,드라마,12세이상관람가,독립/예술영화
91,#아이엠히어,에릭 라티고,,(주)콘텐츠판다,(주)넥스트엔터테인먼트월드(NEW),20210114,개봉영화,장편,프랑스,432,1080000,114,989500,98,멜로/로맨스,12세이상관람가,독립/예술영화
92,일론 머스크: 리얼 아이언맨,소니아 앤더슨,,(주)마노엔터테인먼트,(주)마노엔터테인먼트,20210211,개봉영화,장편,영국,1,650000,101,0,0,다큐멘터리,전체관람가,독립/예술영화
93,운디네,크리스티안 펫졸드,,M&M 인터내셔널,M&M 인터내셔널,20201224,개봉영화,장편,독일,42,843000,100,770000,88,드라마,12세이상관람가,독립/예술영화
94,게임의 법칙: 인간사냥,이수성,㈜리필름,,(주)제이앤씨미디어그룹,20210128,개봉영화,장편,한국,20,638880,93,148500,23,스릴러,청소년관람불가,일반영화
95,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,,,(주)얼리버드픽쳐스,와이드 릴리즈(주),20201112,개봉영화,장편,영국,187,572000,89,0,0,애니메이션,전체관람가,독립/예술영화
96,족벌 두 신문 이야기,"김용진,박중석",뉴스타파 필름,,(주)엣나인필름,20210101,개봉영화,장편,한국,10,687000,89,295000,28,다큐멘터리,12세이상관람가,독립/예술영화
97,천사는 바이러스,김성준,전주 영상위원회,,주식회사 씨엠닉스,20210106,개봉영화,장편,한국,44,229000,88,127000,46,드라마,15세이상관람가,독립/예술영화
98,"오늘, 우리 2","양재준,이나연,이준섭,여장천",필름다빈,,필름다빈,20210121,개봉영화,장편,한국,14,619000,83,277000,32,드라마,12세이상관람가,독립/예술영화
99,내언니전지현과 나,박윤진,,,호우주의보,20201203,개봉영화,장편,한국,36,738000,82,627000,70,다큐멘터리,12세이상관람가,독립/예술영화
100,438일,예스퍼 갠스란트,,(주)에스와이코마드,(주)에스와이코마드,20210121,개봉영화,장편,기타,40,500500,74,311000,41,드라마,15세이상관람가,독립/예술영화
101,8년을 뛰어넘은 신부,제제 다카히사,,(주)미디어캐슬,(주)미디어캐슬,20210507,개봉영화,장편,일본,1,606600,69,606600,69,가족,전체관람가,독립/예술영화
102,디노소어 어드벤쳐,,,(유)조이앤시네마,(주)제이앤씨미디어그룹,20210127,개봉영화,장편,미국,26,447000,65,95000,13,어드벤처,15세이상관람가,일반영화
103,공인섹스중개사,정미나,(주)담화,,(주)담화,20210219,개봉영화,장편,한국,1,300000,60,300000,60,성인물(에로),청소년관람불가,일반영화
104,귀신한테 싼다,정미나,(주)담화,,(주)담화,20210219,개봉영화,장편,한국,1,300000,60,300000,60,성인물(에로),청소년관람불가,일반영화
105,꿈의직장 스와핑오피스 무삭제판,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,20210215,개봉영화,장편,한국,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
106,내 아내는 둘이다 무삭제판,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,20210215,개봉영화,장편,한국,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
107,내 여자의 변태욕정 무삭제판,한길수,(주)가온콘텐츠,,(주)가온콘텐츠,20210202,개봉영화,장편,한국,1,300000,60,300000,60,드라마,청소년관람불가,일반영화
108,당신이 기쁘다면 무삭제판,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,20210201,개봉영화,장편,한국,1,300000,60,300000,60,드라마,청소년관람불가,일반영화
109,더 넌 : 돌아온 저주,토미 페어클로스,,,(주)라온컴퍼니플러스,20210203,개봉영화,장편,미국,1,300000,60,300000,60,공포(호러),15세이상관람가,일반영화
110,맛있는 섹스 그리고 요정,정미나,(주)담화,,(주)담화,20210219,개봉영화,장편,한국,1,300000,60,300000,60,성인물(에로),청소년관람불가,일반영화
111,섹스노예 무삭제판,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,20210202,개봉영화,장편,한국,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
112,우당탕탕 캠핑가족,,,,(주)라온컴퍼니플러스,20210215,개봉영화,장편,홍콩,1,300000,60,300000,60,코미디,12세이상관람가,일반영화
113,육덕진 제자 무삭제판,한동호,(주)가온콘텐츠,,(주)가온콘텐츠,20210215,개봉영화,장편,한국,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
114,은밀하고도 매혹적인 비밀수업:착한여자,,,(주)픽쳐레스크,(주)픽쳐레스크,20210226,개봉영화,장편,미국,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
115,젖은 보험아줌마,,,,(주)라온컴퍼니플러스,20210202,개봉영화,장편,일본,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
116,젖은 처제,,,,(주)라온컴퍼니플러스,20210203,개봉영화,장편,일본,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
117,탐스런 옆집아내 무삭제판,한동연,(주)가온콘텐츠,,(주)가온콘텐츠,20210215,개봉영화,장편,한국,1,300000,60,300000,60,멜로/로맨스,청소년관람불가,일반영화
118,홀리데이 헬,,,,(주)라온컴퍼니플러스,20210203,개봉영화,장편,미국,1,300000,60,300000,60,공포(호러),15세이상관람가,일반영화
119,아이 엠 우먼,문은주,,"주식회사 풍경소리,(주)팝엔터테인먼트",(주)팝엔터테인먼트,20210114,개봉영화,장편,호주,494,477970,59,244470,27,드라마,15세이상관람가,독립/예술영화
120,음악,,,,(주)미디어캐슬,20210116,개봉영화,장편,일본,1,465000,53,465000,53,애니메이션,12세이상관람가,독립/예술영화
121,방황하는 네덜란드인,,,,(주)케빈앤컴퍼니,20210228,개봉영화,장편,독일,7,1203400,51,848200,37,공연,12세이상관람가,일반영화
122,장 미쉘 바스키아: 더 레이디언트 차일드,탐라 데이비스,,,롯데컬처웍스(주)롯데엔터테인먼트,20201209,개봉영화,장편,미국,18,442500,51,442500,51,다큐멘터리,12세이상관람가,일반영화
123,크루아상,조성규,"(주)와우,(주)와이제이글로벌그룹",,하준사,20210121,개봉영화,장편,한국,42,406000,49,249500,28,드라마,12세이상관람가,독립/예술영화
124,남매의 여름밤,윤단비,오누필름,,그린나래미디어(주),20200820,개봉영화,장편,한국,133,336000,42,336000,42,드라마,전체관람가,독립/예술영화
125,붉은 눈,,,(주)미디어캐슬,(주)미디어캐슬,20201224,개봉영화,장편,일본,5,356400,39,356400,39,미스터리,청소년관람불가,독립/예술영화
126,도굴,박정배,(주)싸이런픽쳐스,,(주)씨제이이엔엠,20201104,개봉영화,장편,한국,1635,305000,38,0,0,범죄,12세이상관람가,일반영화
127,라스트 특공대,빈센트 페라스,,(유)조이앤시네마,(주)제이앤씨미디어그룹,20210218,개봉영화,장편,브라질,5,38000,38,6000,6,전쟁,15세이상관람가,독립/예술영화
128,미스터 존스,아그네츠카 홀란드,,(주)제이브로,(주)디오시네마,20210107,개봉영화,장편,폴란드,277,275000,38,126000,15,드라마,15세이상관람가,독립/예술영화
129,겨울밤에,장우진,봄내필름,,㈜인디스토리,20201210,개봉영화,장편,한국,49,234000,36,63000,7,드라마,12세이상관람가,독립/예술영화
130,피아니스트의 마지막 인터뷰,클로드 라롱드,,판씨네마(주),판씨네마(주),20201119,개봉영화,장편,캐나다,55,392170,36,392170,36,드라마,전체관람가,독립/예술영화
131,가나의 혼인잔치: 언약,,,(재)CBS,"(재)CBS,주식회사 블루필름웍스",20201126,개봉영화,장편,미국,116,315000,35,0,0,다큐멘터리,전체관람가,일반영화
132,찬실이는 복도 많지,김초희,"(주)지이프로덕션,(주)사이드미러",,찬란,20200305,개봉영화,장편,한국,241,284000,34,284000,34,드라마,전체관람가,독립/예술영화
133,라스트 프론티어,,,주식회사 풍경소리,(주)까멜리아이엔티,20210114,개봉영화,장편,러시아,20,150000,30,150000,30,전쟁,15세이상관람가,독립/예술영화
134,빛의 아버지: 파이널 판타지 XIV,"노구치 테루오,야마모토 키요시",,(주)엔케이컨텐츠,(주)디스테이션,20210114,개봉영화,장편,일본,98,259800,28,192500,19,드라마,전체관람가,독립/예술영화
135,아내의 방:내 방에 들어올래?,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,20210201,개봉영화,장편,한국,20,71000,25,3000,2,멜로/로맨스,청소년관람불가,일반영화
136,모델 민정의 화려한 테크닉,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,20210202,개봉영화,장편,한국,18,70000,24,3000,2,멜로/로맨스,청소년관람불가,일반영화
137,야한 아내:남편 친구 맛보기,이희성,(주)영진크리에이티브,,(주)영진크리에이티브,20210216,개봉영화,장편,한국,19,70000,24,3000,2,멜로/로맨스,청소년관람불가,일반영화
138,완벽한 가족,로저 미첼,,(유)조이앤시네마,(주)제이앤씨미디어그룹,20210106,개봉영화,장편,미국,318,120000,24,0,0,드라마,15세이상관람가,독립/예술영화
139,귀여운 남자,김정욱,(주)드림팩트엔터테인먼트,,(주)드림팩트엔터테인먼트,20210114,개봉영화,장편,한국,41,73000,21,13000,7,코미디,15세이상관람가,독립/예술영화
140,데스 오브 미,대런 린 보우즈만,,(주)엔케이컨텐츠,(주)엔케이컨텐츠,20210205,개봉영화,장편,기타,1,100000,20,0,0,공포(호러),청소년관람불가,일반영화
141,수산시장 활어부인,최정자,주식회사 플릭스코,,주식회사 플릭스코,20210205,개봉영화,장편,한국,1,100000,20,0,0,드라마,청소년관람불가,일반영화
142,시누이의 맛 2,최정자,주식회사 플릭스코,,주식회사 플릭스코,20210201,개봉영화,장편,한국,1,100000,20,0,0,드라마,청소년관람불가,일반영화
143,음란주택2 : 노예계약,한동호,주식회사 플릭스코,,주식회사 플릭스코,20210201,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
