순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
13791,간음:위험한 유부녀들,키타자와 유키오,,(주)영진크리에이티브,(주)영진크리에이티브,2016-01-30,개봉영화,장편,일본,1,10000,1,10000,1,멜로/로맨스,청소년관람불가,일반영화
13792,간통 : 섹스 회춘 료칸,,,(주)씨맥스커뮤니케이션즈,(주)씨맥스커뮤니케이션즈,2019-11-15,개봉영화,장편,일본,1,1000,1,0,0,드라마,청소년관람불가,일반영화
13793,간호사들의 음담패설-충격실화,카타오카 슈지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-12-02,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
13794,간호사만 참아야하나,카타오카 슈지,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-01-20,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
13795,간호사와 음란 마사지,다케다 히데오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-02-01,개봉영화,장편,일본,1,8000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13796,갈망,타카하라 히데카즈,,주식회사 루믹스미디어,주식회사 루믹스미디어,2020-04-29,개봉영화,장편,일본,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
13797,감금,최석원,(주)레드언더미디어,,(주)레드언더미디어,2018-05-17,개봉영화,장편,한국,1,2000,1,2000,1,,청소년관람불가,일반영화
13798,감금당한 청순미인의 절정,츠지 코우지,,(주)플라이어,(주)플라이어,2018-08-31,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
13799,감금당해 범해지는 청순미인,긴다이치 코고로,,(주)플라이어,(주)플라이어,2018-06-18,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
13800,감금유희 - 맘대로,치쿠도 테츠야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-04-13,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
13801,감당이 안되는 욕정녀,사카모토 후토시,,(주)버킷스튜디오,(주)버킷스튜디오,2016-05-02,개봉영화,장편,일본,1,5000,1,5000,1,멜로/로맨스,청소년관람불가,일반영화
13802,감성에 젖은 음대선생님,다카사카 나오미,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-06-03,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13803,감염: 지구 최후의 날,헨드릭 팔러,,(주)소나무픽쳐스,(주)소나무픽쳐스,2019-08-22,개봉영화,장편,영국,1,5000,1,0,0,스릴러,15세이상관람가,일반영화
13804,갑질당하는 육덕가정부,고바야시 이치로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-04-05,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13805,갑질섹스-색기,다케호라 데츠야,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-06-01,개봉영화,장편,일본,1,8000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13806,갑질하는 상사에게 길들여진 여비서,버드맨 텟페이,,,(주)영진크리에이티브,2022-12-26,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13807,갓 결혼한 새엄마,시온 아라키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-08-05,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13808,강가와 온천의 정사,카리노나 마이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-08-03,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13809,강아지 산책중인 유부녀,다케다 히데오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-05-11,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
13810,강아지 삼총사,제시 바겟,,썬택엔터테인먼트 주식회사,썬택엔터테인먼트 주식회사,2015-12-18,개봉영화,장편,미국,1,5000,1,0,0,애니메이션,전체관람가,일반영화
13811,강제 섹스:거절하다 신음,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2018-11-19,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13812,강제로 당하는 새엄마,크왓치,,(주)플라이어,(주)플라이어,2018-01-25,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
13813,강제로 속옷 파는 회사 여직원들,아이노 슌사쿠,,(주)플라이어,(주)플라이어,2019-08-09,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13814,강제섹스 : 오늘 밤도 그놈을 기다리는 여자,아사기리 조,,,(주)영화사 사계절,2023-02-27,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13815,강한건 당신의 키스 -체취,에모토 토시로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-10-14,개봉영화,장편,일본,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
13816,강한걸 좋아하는 유부녀,미츠이시 후지로,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2015-08-19,개봉영화,장편,일본,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
13817,갖고 싶은 여자,히로아키,,(주)플라이어,(주)플라이어,2019-06-04,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13818,같이 목욕하는 가정교사,칸바라 이쿠토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-02-02,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
13819,같이사는 아내의 엄마,베타 타카오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2019-05-06,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13820,개그 더 크라운,,,,스튜디오엘론(주),2021-07-15,개봉영화,장편,미국,1,1000,1,0,0,코미디,15세이상관람가,일반영화
13821,개인교수 : 맛있게 섹스하는 방법,칸바라 이쿠토,,(주)영화사 사계절,(주)영화사 사계절,2015-09-12,개봉영화,장편,일본,1,9000,1,9000,1,멜로/로맨스,청소년관람불가,일반영화
13822,개인교수 : 맛있게 섹스하는 방법(무삭제),칸바라 이쿠토,,(주)영화사 사계절,(주)영화사 사계절,2016-02-20,개봉영화,장편,일본,1,10000,1,10000,1,멜로/로맨스,청소년관람불가,일반영화
13823,개인교수 : 성적 올리기 무삭제,유해종,(주)영화사가을,,(주)영화사가을,2018-11-28,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13824,개인교수 : 세 여자의 섹스수업,구재은,(주)영화사가을,,(주)영화사가을,2021-01-01,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13825,개인교수 : 여친 만족 시키기,이상민,(주)영화사가을,,(주)영화사가을,2018-08-14,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13826,개인교수 : 여친 만족 시키기 무삭제,이상민,(주)영화사가을,,(주)영화사가을,2019-05-30,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13827,개인교습,,,(주)소나무픽쳐스,(주)소나무픽쳐스,2020-03-02,개봉영화,장편,프랑스,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13828,개인교습: 사촌여동생,강정훈,제이투프로덕션,,(주)소나무픽쳐스,2020-01-13,개봉영화,장편,한국,1,5000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13829,개인영업 : 업소녀가 된 아내,페다루 이케타니,,(주)영진크리에이티브,(주)영진크리에이티브,2019-03-25,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13830,개인지도:붓으로 그리는 황홀경,후지모토 죠지,,(주)영진크리에이티브,(주)영진크리에이티브,2019-02-11,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13831,거근에 중독된 미모의 내 아내,혼마 타마,,(주)플라이어,(주)플라이어,2019-09-17,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13832,거근이 좋아,나가에 타카미,,(주)영진크리에이티브,(주)영진크리에이티브,2018-03-05,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13833,거대 불개미의 습격,마르코 매킬락소,,주식회사 루믹스미디어,주식회사 루믹스미디어,2018-02-22,개봉영화,장편,영국,1,5000,1,0,0,액션,15세이상관람가,일반영화
13834,거래처 여직원,나쿠루 하라다,,(주)영진크리에이티브,(주)영진크리에이티브,2018-02-21,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13835,거부 못할 제자의 향기,토미오카 타다후미,,(주)에스와이미디어,(주)에스와이미디어,2017-11-17,개봉영화,장편,일본,1,5000,1,0,0,,청소년관람불가,일반영화
13836,거부하다 신음하는 여자,카와사키 군지,,(주)영진크리에이티브,(주)영진크리에이티브,2020-03-04,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13837,거부할 수 없는 유부녀,,,(주)트루에버,(주)트루에버,2019-04-22,개봉영화,장편,일본,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
13838,거부할 수 없는 유부녀 2,,,(주)트루에버,(주)트루에버,2019-04-22,개봉영화,장편,일본,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
13839,거부할 수 없는 유혹,,,,(주)픽쳐레스크,2022-09-30,개봉영화,장편,캐나다,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
13840,거울앞의 정사,우수바시 수이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-08-10,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
13841,거유 관능소설작가,마스부치 가키토,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-04-05,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13842,거유 마사지사가 듬뿍,모리 시게루,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-03-15,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13843,거유 며느리의 손님,테이 쟈가,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-08-23,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13844,거유 며느리의 외도,슈우키,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-06-15,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13845,거유 며느리의 은밀한 일탈,키무라 히로유키,,(주)영진크리에이티브,(주)영진크리에이티브,2018-11-05,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13846,거유 며느리의 친정나들이,아카바네 류지,,(주)영진크리에이티브,(주)영진크리에이티브,2020-08-06,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13847,거유 바니걸 리나,버드맨 텟페이,,,(주)영진크리에이티브,2021-10-26,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13848,거유 버스가이드,시미즈 다이케이,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-09-13,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
13849,거유 새엄마들:불타는 밤,빈센트 갸루,,,(주)영진크리에이티브,2022-04-28,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13850,거유 새엄마와 형제들,히이라기 엔부,,,(주)영진크리에이티브,2021-04-14,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13851,거유 섹스영업:거래의 조건,에이고 모치즈키,,,(주)영진크리에이티브,2022-05-06,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13852,거유 여관의 온천욕탕,이오리 료코,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-10-19,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13853,거유 여사원 사냥,카토 요시카즈,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-06-07,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13854,거유 여사장의 약점,긴다이치 코고로,,(주)플라이어,(주)플라이어,2018-10-04,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
13855,거유 와이프:남편 대신 상사와,버드맨 텟페이,,,(주)영진크리에이티브,2021-03-24,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13856,거유 유부녀의 오일 마사지,긴다이치 코고로,,(주)플라이어,(주)플라이어,2018-11-15,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
13857,거유 장모와 실제로 느끼는 사위,시즈카만,,(주)플라이어,(주)플라이어,2019-01-25,개봉영화,장편,일본,1,6000,1,0,0,드라마,청소년관람불가,일반영화
13858,거유 출판사 여직원,코지마 유키오,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2018-08-09,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13859,거유 츠구미의 에로소설,코메이,,,(주)영진크리에이티브,2022-01-25,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13860,거유 치과 간호사,타카하시 카즈히코,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2017-07-01,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13861,거유 치나미 사쿠라의 아찔 유혹,카오루,,,(주)영진크리에이티브,2021-12-22,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13862,거유 칸나의 질펀한 서비스,버드맨 텟페이,,,(주)영진크리에이티브,2021-06-24,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13863,거유 형수님과 불륜,타케다 케이시,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-05-18,개봉영화,장편,일본,1,8000,1,0,0,성인물(에로),청소년관람불가,일반영화
13864,거유 히카리의 대물 수집,이시다 마모루,,,(주)영진크리에이티브,2023-03-12,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13865,거유간호사 폭유간호사,카토 요시카즈,,(주)도키엔터테인먼트,(주)도키엔터테인먼트,2016-03-21,개봉영화,장편,일본,1,8000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
13866,거유녀들의 가슴봉사,호소카와 켄,,,(주)영진크리에이티브,2022-09-23,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13867,거유녀들의 남자사냥,빈센트 갸루,,,(주)영진크리에이티브,2022-05-30,개봉영화,장편,일본,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
13868,거유녀들의 아찔한 가슴골,타로 코아라,,,(주)영진크리에이티브,2021-11-17,개봉영화,장편,일본,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
