감독,제작사,영화형태,국적,전국 스크린수,전국 관객수,장르,등급,영화구분,개봉월
14.099482004551117,13.774938706163994,장편,미국,814,1328394,애니메이션,전체관람가,일반영화,01
12.222439535881676,13.486346425112298,장편,한국,404,1321005,멜로/로맨스,15세이상관람가,일반영화,11
14.088795740756813,14.088795740756813,장편,한국,925,1314274,스릴러,15세이상관람가,일반영화,03
14.677490413230421,11.950520845331216,장편,한국,576,1310895,드라마,15세이상관람가,일반영화,09
13.491978981024335,12.669754657078677,장편,미국,441,1307873,SF,12세이상관람가,일반영화,03
15.202425485646078,14.083772015143989,장편,한국,326,1307688,액션,청소년관람불가,독립/예술영화,09
12.475397763290252,14.083418657709329,장편,미국,841,1307226,SF,15세이상관람가,일반영화,05
14.810278404069454,14.810278404069454,장편,한국,711,1305145,미스터리,15세이상관람가,일반영화,08
11.64747040059456,14.097993858249325,장편,미국,403,1303452,SF,12세이상관람가,일반영화,04
13.230929391085114,14.060651189745158,장편,한국,411,1277800,드라마,전체관람가,일반영화,07
14.050559754979792,14.050559754979792,장편,한국,1197,1264970,미스터리,15세이상관람가,일반영화,02
12.05671713056184,14.920126999484303,장편,한국,1594,1258891,드라마,12세이상관람가,일반영화,06
14.036264055373765,13.916201249370442,장편,미국,381,1247015,애니메이션,전체관람가,일반영화,01
13.992924295031601,14.035598244877333,장편,한국,356,1246185,코미디,청소년관람불가,일반영화,04
13.065743659850819,14.035074108716756,장편,한국,1078,1245532,멜로/로맨스,12세이상관람가,일반영화,08
14.031390996618203,13.916201249370442,장편,미국,271,1240953,가족,전체관람가,일반영화,01
14.094445286276093,13.486346425112298,장편,한국,319,1233582,코미디,15세이상관람가,일반영화,03
14.023357713652493,13.537228535517414,장편,미국,479,1231024,애니메이션,전체관람가,일반영화,09
14.022501962861849,11.166113630834547,장편,미국,2201,1229971,액션,12세이상관람가,일반영화,09
13.41356977086574,14.021455863634323,장편,한국,1288,1228685,코미디,15세이상관람가,일반영화,08
12.42571387137837,14.021446097055556,장편,한국,422,1228673,스릴러,청소년관람불가,일반영화,10
14.018568129841878,14.018568129841878,장편,한국,691,1225142,범죄,15세이상관람가,일반영화,06
14.327882652242637,14.133593140581437,장편,한국,560,1221420,범죄,15세이상관람가,일반영화,02
13.438951882460636,11.318179288919529,장편,미국,394,1221352,액션,12세이상관람가,일반영화,04
14.014064651367486,12.022411277376202,장편,미국,448,1219637,SF,15세이상관람가,일반영화,08
12.971903924580435,13.07759428104674,장편,한국,524,1212270,멜로/로맨스,15세이상관람가,일반영화,11
13.659615127551433,14.005874686401413,장편,한국,1216,1209689,코미디,12세이상관람가,일반영화,01
13.595537498139223,13.00514377052684,장편,독일,335,1209538,공포(호러),청소년관람불가,일반영화,09
14.410211377062165,14.003580560737875,장편,한국,685,1206917,액션,청소년관람불가,일반영화,06
14.260019289621122,14.002904229807253,장편,한국,314,1206101,드라마,15세이상관람가,일반영화,04
14.001713738167878,14.001713738167878,장편,한국,707,1204666,드라마,15세이상관람가,일반영화,10
11.641415614743693,13.999546477731236,장편,한국,733,1202058,스릴러,15세이상관람가,일반영화,04
12.542155685303015,13.999198680581664,장편,한국,539,1201640,액션,15세이상관람가,일반영화,08
13.999145418663673,13.999145418663673,장편,한국,915,1201576,스릴러,15세이상관람가,일반영화,03
14.1695535191412,13.99869341040329,장편,한국,541,1201033,공포(호러),15세이상관람가,일반영화,06
14.423409614661756,13.994026549438034,장편,미국,2207,1195441,어드벤처,12세이상관람가,일반영화,04
13.986336290244743,13.986336290244743,장편,한국,862,1186283,드라마,전체관람가,일반영화,04
15.172541797660623,13.775910235865101,장편,한국,985,1183959,코미디,청소년관람불가,일반영화,04
11.831221684286358,14.097993858249325,장편,미국,502,1182228,판타지,전체관람가,일반영화,12
13.626082618987784,13.225945051397764,장편,한국,627,1177438,액션,15세이상관람가,일반영화,11
14.86710227453495,13.977694881487713,장편,한국,990,1176076,코미디,12세이상관람가,일반영화,09
13.197778015516946,13.97534022463411,장편,한국,451,1173310,드라마,15세이상관람가,일반영화,11
14.216735007167605,14.316364530356296,장편,한국,1285,1171648,뮤지컬,12세이상관람가,일반영화,09
12.642876491557873,13.972377545285761,장편,미국,477,1169839,멜로/로맨스,15세이상관람가,일반영화,03
12.971903924580435,13.07759428104674,장편,한국,767,1168625,판타지,12세이상관람가,일반영화,12
14.195458564935391,11.994662220559295,장편,한국,499,1168427,드라마,12세이상관람가,일반영화,02
13.473760517582827,13.968651299403973,장편,한국,643,1165488,드라마,청소년관람불가,일반영화,05
13.966617467361454,13.464043830879294,장편,미국,736,1163120,액션,12세이상관람가,일반영화,06
14.271139235821364,13.964737134268262,장편,한국,688,1160935,멜로/로맨스,12세이상관람가,일반영화,04
13.582141279363213,13.358170588992376,장편,한국,447,1160021,코미디,15세이상관람가,일반영화,12
14.421549524587157,13.963747787759466,장편,한국,618,1159787,드라마,12세이상관람가,일반영화,10
13.476914617425956,13.961952746423032,장편,한국,1094,1157707,드라마,12세이상관람가,독립/예술영화,02
14.14845342174426,13.86130759768387,장편,미국,716,1157472,액션,12세이상관람가,일반영화,08
14.460131737628664,13.630537606686367,장편,한국,790,1153109,미스터리,15세이상관람가,일반영화,11
13.950823487708726,13.950823487708726,장편,한국,894,1144894,코미디,15세이상관람가,일반영화,10
13.992924295031601,13.95025034518587,장편,한국,334,1144238,범죄,청소년관람불가,일반영화,01
13.947307822858072,13.358170588992376,장편,한국,1090,1140876,전쟁,12세이상관람가,일반영화,09
13.823342252696671,13.464043830879294,장편,미국,359,1140118,어드벤처,15세이상관람가,일반영화,03
14.106690043390692,12.034833797847606,장편,한국,583,1139250,드라마,15세이상관람가,일반영화,05
14.021421755005603,13.07759428104674,장편,한국,442,1130638,멜로/로맨스,12세이상관람가,일반영화,12
13.93685967204245,13.93685967204245,장편,한국,781,1129018,스릴러,15세이상관람가,일반영화,06
13.1964688847834,12.53293540988191,장편,미국,630,1125739,판타지,15세이상관람가,일반영화,11
12.99722572282821,13.933577997618452,장편,한국,874,1125319,드라마,12세이상관람가,일반영화,05
13.017941673626872,12.348397960444725,장편,영국,201,1125032,드라마,15세이상관람가,독립/예술영화,03
13.712479962364892,13.933221591028532,장편,한국,607,1124918,범죄,15세이상관람가,일반영화,10
13.791294247667771,13.931776888449097,장편,한국,327,1123294,멜로/로맨스,15세이상관람가,일반영화,02
13.927283569552445,14.133593140581437,장편,한국,471,1118258,액션,15세이상관람가,일반영화,11
14.33160569446521,14.298018679747795,장편,미국,933,1114941,애니메이션,전체관람가,일반영화,07
13.882723509722666,13.921550242934401,장편,미국,411,1111865,SF,12세이상관람가,일반영화,05
13.920342533969624,13.920342533969624,장편,한국,549,1110523,액션,청소년관람불가,일반영화,10
13.197778015516946,13.07759428104674,장편,한국,697,1110246,사극,청소년관람불가,일반영화,05
13.885231333838789,13.536565816348801,장편,미국,500,1101678,어드벤처,전체관람가,일반영화,01
13.309810469138291,13.910517055298108,장편,한국,317,1099665,미스터리,15세이상관람가,일반영화,04
14.82207331383362,13.904197946328521,장편,한국,965,1092738,액션,15세이상관람가,일반영화,06
12.536742447565535,11.77850204052545,장편,일본,337,1083746,애니메이션,전체관람가,일반영화,09
13.889909059338866,13.889909059338866,장편,미국,1145,1077235,액션,15세이상관람가,일반영화,03
13.888375257574882,13.916201249370442,장편,미국,470,1075584,애니메이션,전체관람가,일반영화,11
13.359494821090752,14.755566448860673,장편,미국,707,1075333,액션,15세이상관람가,일반영화,07
13.936417518010188,13.099045573691583,장편,미국,715,1072006,애니메이션,전체관람가,일반영화,08
14.599980915502114,13.530599723753788,장편,한국,855,1069436,드라마,12세이상관람가,일반영화,01
13.41356977086574,13.8751115972753,장편,한국,683,1061412,미스터리,청소년관람불가,일반영화,04
13.38441651660894,13.87316701442707,장편,한국,411,1059350,코미디,15세이상관람가,일반영화,04
14.111212719240939,13.871197834656869,장편,미국,1195,1057266,액션,12세이상관람가,일반영화,12
13.725575039769163,13.866564823786772,장편,미국,278,1052379,멜로/로맨스,12세이상관람가,일반영화,03
13.861752716818728,14.197097181251323,장편,미국,374,1047327,애니메이션,전체관람가,일반영화,07
12.863837198984207,13.861236986064588,장편,한국,397,1046787,스릴러,청소년관람불가,일반영화,12
12.939546186690382,13.86078406976323,장편,한국,681,1046313,스릴러,15세이상관람가,일반영화,10
13.859070879841632,13.859070879841632,장편,한국,660,1044522,액션,15세이상관람가,일반영화,11
13.858479047115736,14.298018679747795,장편,미국,321,1043904,애니메이션,전체관람가,일반영화,09
13.536563112891876,13.855343583615989,장편,한국,457,1040636,애니메이션,전체관람가,일반영화,01
13.85104467627754,13.358170588992376,장편,중국,322,1036172,사극,15세이상관람가,일반영화,04
14.677490413230421,13.84534699156558,장편,한국,190,1030285,드라마,청소년관람불가,일반영화,07
14.314945707534509,14.290025959854725,장편,미국,1061,1029365,액션,청소년관람불가,일반영화,12
13.843500168503205,13.648599161318826,장편,미국,854,1028384,액션,12세이상관람가,일반영화,10
13.84275892621729,13.84275892621729,장편,한국,435,1027622,멜로/로맨스,15세이상관람가,일반영화,10
13.83463648576275,13.29417595808133,장편,미국,907,1019309,액션,12세이상관람가,일반영화,12
13.830682874052718,12.966876562017024,장편,미국,288,1015287,스릴러,15세이상관람가,일반영화,02
13.827025011474237,13.827025011474237,장편,미국,824,1011580,공포(호러),15세이상관람가,일반영화,09
13.71906429248503,13.822434531837096,장편,한국,445,1006947,드라마,15세이상관람가,일반영화,01
12.19347462449781,13.308544929945047,장편,미국,275,1006833,드라마,15세이상관람가,일반영화,03
13.81984913272303,12.367709875992677,장편,미국,849,1004347,액션,청소년관람불가,일반영화,06
13.814558104524469,13.814558104524469,장편,미국,671,999047,스릴러,청소년관람불가,일반영화,10
12.573835095430939,13.386468910369798,장편,한국,1099,990104,드라마,15세이상관람가,일반영화,01
13.448529215383227,13.804471855049048,장편,한국,259,989021,코미디,12세이상관람가,독립/예술영화,09
13.309810469138291,13.802851772557243,장편,한국,594,987420,범죄,청소년관람불가,일반영화,04
13.801967260128814,13.790309769870937,장편,한국,435,986547,범죄,15세이상관람가,일반영화,03
14.094445286276093,13.799651464706368,장편,한국,437,984265,코미디,15세이상관람가,일반영화,08
13.794807725605072,13.794807725605072,장편,미국,627,979509,액션,12세이상관람가,일반영화,02
12.972934678537678,13.792723902882386,장편,한국,474,977470,드라마,15세이상관람가,일반영화,01
13.790667509058927,13.790667509058927,장편,한국,444,975462,스릴러,15세이상관람가,일반영화,11
11.558653016741252,13.643490897285705,장편,한국,263,974554,드라마,12세이상관람가,일반영화,02
13.788862634999902,13.346714803653617,장편,미국,471,973703,애니메이션,전체관람가,일반영화,08
14.584228252532583,13.879242700487737,장편,한국,765,971194,사극,전체관람가,일반영화,09
13.154136220550962,12.259795938806752,장편,한국,566,970373,코미디,12세이상관람가,일반영화,10
13.571478659306317,13.778467871188584,장편,한국,581,963634,코미디,12세이상관람가,일반영화,05
12.966026272070833,13.29417595808133,장편,미국,1107,959577,액션,12세이상관람가,일반영화,12
13.773412749939967,13.115073398406876,장편,한국,1211,958775,사극,전체관람가,일반영화,07
13.77131621680316,13.77131621680316,장편,한국,398,956767,멜로/로맨스,청소년관람불가,일반영화,11
14.585960041140725,12.542452771639931,장편,미국,507,956154,판타지,12세이상관람가,일반영화,02
13.138189916647404,13.76965089567668,장편,한국,621,955175,드라마,12세이상관람가,일반영화,01
13.766726743774681,13.766726743774681,장편,한국,1010,952386,스릴러,15세이상관람가,일반영화,06
14.039220110889541,13.766169041828277,장편,프랑스,266,951855,액션,15세이상관람가,일반영화,01
13.914512636952422,13.766108106385158,장편,한국,860,951797,범죄,청소년관람불가,일반영화,05
13.763506484717478,12.796679432832796,장편,미국,354,949324,멜로/로맨스,15세이상관람가,일반영화,02
13.760648798910212,13.760648798910212,장편,기타,311,946615,애니메이션,전체관람가,일반영화,12
13.759137012505128,13.759137012505128,장편,한국,355,945185,공포(호러),청소년관람불가,일반영화,04
11.362095797336812,12.796679432832796,장편,미국,378,941672,어드벤처,12세이상관람가,일반영화,12
13.755352827137276,13.916201249370442,장편,미국,525,941615,애니메이션,전체관람가,일반영화,05
13.467391438101876,13.750470577783798,장편,한국,272,937029,스릴러,15세이상관람가,일반영화,02
13.010741487683006,13.742924811252688,장편,한국,459,929985,애니메이션,전체관람가,일반영화,01
14.0439818702356,13.916201249370442,장편,미국,1343,925238,애니메이션,전체관람가,일반영화,07
13.737666847390068,14.298018679747795,장편,미국,421,925108,애니메이션,전체관람가,일반영화,09
12.918971846838915,13.733560532516066,장편,미국,579,921317,액션,15세이상관람가,일반영화,09
13.73069204761145,12.367709875992677,장편,미국,618,918678,어드벤처,12세이상관람가,일반영화,03
14.0538884406748,13.730153085247919,장편,미국,361,918183,애니메이션,전체관람가,일반영화,12
13.727072709502355,13.727072709502355,장편,미국,439,915359,드라마,15세이상관람가,일반영화,12
12.698681151558208,13.718179938445568,장편,한국,303,907255,드라마,12세이상관람가,일반영화,06
13.933320957062854,13.71173545154746,장편,한국,1152,901427,액션,12세이상관람가,일반영화,11
13.214039070446574,13.71021115155035,장편,한국,479,900054,코미디,15세이상관람가,일반영화,10
14.021421755005603,13.973888156683014,장편,한국,1318,899684,코미디,12세이상관람가,일반영화,09
13.712967646166625,13.707422993954538,장편,한국,1085,897548,SF,15세이상관람가,일반영화,07
13.703299967356367,14.201439836446855,장편,한국,1112,893855,드라마,15세이상관람가,일반영화,06
13.339264105657294,11.082740824428898,장편,한국,841,893221,애니메이션,전체관람가,일반영화,12
13.936417518010188,13.099045573691583,장편,미국,489,884885,애니메이션,전체관람가,일반영화,01
13.69218292942254,14.298018679747795,장편,미국,1251,883973,애니메이션,전체관람가,일반영화,01
13.684717127982578,13.684717127982578,장편,미국,367,877398,애니메이션,전체관람가,일반영화,08
14.0439818702356,13.916201249370442,장편,미국,414,875481,애니메이션,전체관람가,일반영화,01
13.409619244041343,13.288273017552214,장편,한국,758,874967,애니메이션,전체관람가,일반영화,08
13.679782468653015,13.679782468653015,장편,미국,431,873079,액션,12세이상관람가,일반영화,11
12.754556992069965,13.58596132058329,장편,한국,320,872594,공포(호러),15세이상관람가,일반영화,07
14.462898911917515,13.677151531042872,장편,한국,512,870785,스릴러,15세이상관람가,일반영화,11
13.308271077473272,13.774938706163994,장편,미국,381,870065,애니메이션,전체관람가,일반영화,09
13.676025477259387,13.099045573691583,장편,미국,478,869805,애니메이션,전체관람가,일반영화,08
13.67324052295267,14.363583525109796,장편,한국,361,867386,공포(호러),15세이상관람가,일반영화,05
13.420880516610445,11.194093464275705,장편,미국,1137,863339,스릴러,15세이상관람가,일반영화,06
13.66787444552184,13.673920750440725,장편,미국,991,862744,액션,12세이상관람가,일반영화,06
14.423409614661756,13.02163574871376,장편,미국,593,858402,액션,12세이상관람가,일반영화,06
13.662611095038574,13.662611095038574,장편,한국,341,858215,드라마,청소년관람불가,일반영화,03
14.497940452567345,14.107623514395431,장편,한국,646,855980,범죄,청소년관람불가,일반영화,03
13.1964688847834,12.53293540988191,장편,미국,630,854377,어드벤처,15세이상관람가,일반영화,11
13.65752252490576,13.65752252490576,장편,미국,320,853859,SF,청소년관람불가,일반영화,10
13.187249204136725,12.966876562017024,장편,미국,1151,851040,액션,12세이상관람가,일반영화,06
13.791294247667771,13.650811606886446,장편,한국,637,848148,멜로/로맨스,12세이상관람가,일반영화,02
11.784441530331732,13.64603098873561,장편,한국,444,844103,멜로/로맨스,15세이상관람가,일반영화,02
11.728902204231824,13.638177736710496,장편,한국,809,837500,드라마,15세이상관람가,일반영화,05
14.204889231418239,13.774938706163994,장편,미국,508,837426,SF,12세이상관람가,일반영화,03
13.57475839392607,13.57475839392607,장편,한국,340,837059,액션,15세이상관람가,일반영화,02
13.634395073572517,13.634395073572517,장편,한국,1403,834338,공포(호러),청소년관람불가,일반영화,07
13.631353317333232,13.790309769870937,장편,한국,407,831804,코미디,15세이상관람가,일반영화,05
12.979997701818904,13.916201249370442,장편,미국,924,830777,애니메이션,전체관람가,일반영화,01
13.626670602495157,13.626670602495157,장편,한국,634,827918,판타지,15세이상관람가,일반영화,07
13.623766347071282,13.623766347071282,장편,미국,409,825517,공포(호러),15세이상관람가,일반영화,07
13.622022891557576,13.09447296220425,장편,한국,803,824079,애니메이션,전체관람가,일반영화,12
13.580793337325714,13.025606970673795,장편,한국,428,821918,코미디,15세이상관람가,일반영화,02
12.209039825432058,13.618789828881168,장편,영국,778,821419,액션,15세이상관람가,일반영화,09
13.61827351631551,11.4999632939786,장편,미국,509,820995,코미디,15세이상관람가,일반영화,09
13.71906429248503,13.615694053132964,장편,한국,1216,818880,판타지,15세이상관람가,일반영화,11
13.614064895626182,13.149528036786908,장편,한국,717,817547,애니메이션,전체관람가,일반영화,07
12.096471849868419,12.892411972553493,장편,미국,644,814023,애니메이션,전체관람가,일반영화,12
12.966026272070833,13.605047518057335,장편,미국,686,810208,미스터리,12세이상관람가,일반영화,12
11.439154360729491,13.02163574871376,장편,미국,535,809755,액션,12세이상관람가,일반영화,12
13.1964688847834,12.53293540988191,장편,미국,661,806709,액션,15세이상관람가,일반영화,11
12.702983420626907,11.26508027003052,장편,영국,317,806248,드라마,12세이상관람가,일반영화,03
13.598140309021906,13.02163574871376,장편,미국,339,804631,액션,12세이상관람가,일반영화,05
13.592445753549447,13.099045573691583,장편,미국,545,800062,애니메이션,전체관람가,일반영화,11
13.591461596890325,13.1379893570447,장편,한국,544,799275,드라마,12세이상관람가,일반영화,11
13.58127319727445,14.20850008694795,장편,미국,330,791173,액션,15세이상관람가,일반영화,06
13.58099635511885,13.58099635511885,장편,한국,305,790954,공포(호러),15세이상관람가,일반영화,06
13.358382249447178,13.579989470014741,장편,한국,466,790158,사극,15세이상관람가,일반영화,12
14.966876546177133,13.308544929945047,장편,미국,431,784031,액션,15세이상관람가,일반영화,01
13.914512636952422,13.561371572947545,장편,한국,1185,775583,드라마,15세이상관람가,일반영화,01
12.972934678537678,13.1379893570447,장편,한국,591,773996,드라마,청소년관람불가,일반영화,02
11.799455256569324,12.348397960444725,장편,미국,163,773649,미스터리,15세이상관람가,독립/예술영화,03
13.556351152445695,13.556351152445695,장편,한국,476,771699,액션,15세이상관람가,일반영화,08
12.874951140425502,12.332643792787728,장편,한국,471,768971,사극,12세이상관람가,일반영화,08
13.552121668748084,13.775910235865101,장편,한국,867,768442,드라마,청소년관람불가,일반영화,08
13.54992781976219,13.09447296220425,장편,한국,736,766758,애니메이션,전체관람가,일반영화,04
13.548890450229283,13.875088101326561,장편,한국,957,765963,드라마,15세이상관람가,일반영화,05
13.595537498139223,12.674281716566265,장편,미국,599,765259,액션,청소년관람불가,일반영화,01
13.455182836466372,11.90353537877317,장편,미국,807,764072,SF,15세이상관람가,일반영화,03
13.54292068975951,13.346714803653617,장편,미국,598,761404,애니메이션,전체관람가,일반영화,05
13.065743659850819,14.406672707002011,장편,한국,373,758473,드라마,12세이상관람가,일반영화,10
14.216735007167605,13.432378393314263,장편,한국,702,757430,드라마,15세이상관람가,일반영화,11
13.801853254166621,13.527437742515724,장편,한국,1157,749706,범죄,15세이상관람가,일반영화,03
13.520317683254904,14.169237482314434,장편,미국,323,744387,드라마,12세이상관람가,일반영화,08
12.317182301227456,13.517745825904262,장편,한국,322,742475,액션,15세이상관람가,일반영화,01
12.71410033359436,12.796679432832796,장편,미국,300,738963,멜로/로맨스,12세이상관람가,일반영화,10
13.57475839392607,13.57475839392607,장편,한국,1115,738122,범죄,15세이상관람가,일반영화,10
13.184797950369004,13.083048426000726,장편,한국,288,733931,코미디,12세이상관람가,일반영화,05
13.502923583723698,13.502923583723698,장편,미국,523,731551,액션,15세이상관람가,일반영화,03
13.502460077957469,13.879242700487737,장편,한국,501,731212,스릴러,청소년관람불가,일반영화,11
13.501270935005943,13.501270935005943,장편,한국,386,730343,멜로/로맨스,12세이상관람가,일반영화,11
14.915151916067483,13.643490897285705,장편,한국,278,727409,드라마,청소년관람불가,독립/예술영화,04
13.496680380998892,13.613102644092304,장편,미국,258,726998,SF,15세이상관람가,일반영화,03
13.492695831513643,13.58596132058329,장편,한국,353,724107,멜로/로맨스,15세이상관람가,일반영화,03
13.491788096429806,12.966876562017024,장편,미국,722,723450,애니메이션,12세이상관람가,일반영화,12
13.712479962364892,13.358170588992376,장편,한국,1183,723414,액션,15세이상관람가,일반영화,09
11.65130141923357,13.48778257864718,장편,한국,638,720558,드라마,15세이상관람가,일반영화,10
14.126271132206274,13.48064602828939,장편,한국,1198,715434,드라마,12세이상관람가,일반영화,09
13.478782488620661,12.041345795444727,장편,한국,286,714102,드라마,청소년관람불가,일반영화,06
13.058184611154436,13.058184611154436,장편,일본,716,712750,애니메이션,15세이상관람가,일반영화,10
13.469844790044855,13.469844790044855,장편,한국,261,707748,드라마,전체관람가,독립/예술영화,07
13.46380325484105,13.464043830879294,장편,미국,1295,703485,액션,12세이상관람가,일반영화,03
12.975927365849245,13.476409255343668,장편,한국,562,703024,드라마,12세이상관람가,일반영화,08
12.16965959076171,10.307956891411818,장편,미국,131,700095,사극,15세이상관람가,일반영화,03
14.327882652242637,15.128432375964616,장편,한국,248,699973,드라마,15세이상관람가,독립/예술영화,05
13.453698154134447,13.648599161318826,장편,미국,417,696412,SF,12세이상관람가,일반영화,05
13.326388062360248,13.448932453488409,장편,한국,317,693101,멜로/로맨스,15세이상관람가,일반영화,09
14.14845342174426,14.447987890692541,장편,미국,289,685746,액션,15세이상관람가,일반영화,04
13.725575039769163,13.433829845264038,장편,미국,253,682712,드라마,12세이상관람가,일반영화,08
13.430740326038661,13.430740326038661,장편,미국,661,680606,애니메이션,전체관람가,일반영화,05
13.933786534998372,13.368296386331728,장편,한국,1187,679503,범죄,15세이상관람가,일반영화,01
13.42703825093238,13.42703825093238,장편,한국,762,678091,애니메이션,전체관람가,일반영화,07
13.423899537265486,13.916201249370442,장편,미국,622,675966,애니메이션,전체관람가,일반영화,02
13.418439124203417,13.916201249370442,장편,미국,324,672285,애니메이션,전체관람가,일반영화,04
13.415474684850995,13.415474684850995,장편,한국,304,670295,공포(호러),15세이상관람가,일반영화,07
14.25187784815017,11.86849454481459,장편,미국,1190,665364,SF,12세이상관람가,일반영화,10
12.889912976733518,12.064066096242396,장편,미국,281,665096,애니메이션,전체관람가,일반영화,02
13.406889475002352,13.406889475002352,장편,일본,836,664565,애니메이션,15세이상관람가,일반영화,02
13.133502174873518,14.316364530356296,장편,한국,1099,664102,액션,15세이상관람가,일반영화,01
13.391761309075505,13.391761309075505,장편,한국,257,654587,범죄,청소년관람불가,일반영화,03
14.193706373262147,13.083048426000726,장편,한국,566,654407,드라마,15세이상관람가,일반영화,11
11.64747040059456,12.367709875992677,장편,미국,460,654212,SF,12세이상관람가,일반영화,12
14.064942944377727,12.730955537132193,장편,한국,592,652453,멜로/로맨스,15세이상관람가,일반영화,01
13.38795013636233,13.790309769870937,장편,한국,318,652097,공포(호러),15세이상관람가,일반영화,06
13.386940576141013,13.386940576141013,장편,한국,298,651439,드라마,15세이상관람가,일반영화,09
13.386257240669659,13.386257240669659,장편,프랑스,217,650994,다큐멘터리,전체관람가,독립/예술영화,07
13.37919389737293,12.066608460358873,장편,한국,520,646412,코미디,12세이상관람가,일반영화,04
13.378435580614005,12.886638298776377,장편,한국,696,645922,액션,15세이상관람가,일반영화,06
13.377134269669613,13.673920750440725,장편,한국,875,645082,스릴러,15세이상관람가,일반영화,11
12.947329909944997,10.7466912997405,장편,일본,275,644216,애니메이션,전체관람가,일반영화,08
13.37570863105164,11.895796902865966,장편,미국,328,644163,뮤지컬,12세이상관람가,독립/예술영화,09
14.384402758628067,13.364559470849596,장편,한국,806,637021,사극,12세이상관람가,일반영화,08
13.455182836466372,11.86849454481459,장편,미국,447,636631,액션,12세이상관람가,일반영화,05
10.988448673789204,13.361307834305975,장편,한국,551,634953,스릴러,청소년관람불가,일반영화,03
13.357119244046704,13.357119244046704,장편,한국,458,632299,드라마,15세이상관람가,일반영화,01
13.354685476675376,13.774938706163994,장편,미국,1102,630762,애니메이션,전체관람가,일반영화,11
14.306189806853956,13.35355446029784,장편,한국,356,630049,스릴러,청소년관람불가,일반영화,02
14.065223506046742,14.7989591555699,장편,한국,608,628576,드라마,12세이상관람가,일반영화,12
15.196866081094768,13.351105626718981,장편,한국,299,628508,액션,12세이상관람가,일반영화,08
12.197529765505855,13.350970376868544,장편,일본,234,628423,애니메이션,전체관람가,일반영화,07
12.233036287591673,13.02163574871376,장편,미국,573,627102,드라마,12세이상관람가,일반영화,09
13.348408315621935,13.189165130559362,장편,한국,996,626815,스릴러,청소년관람불가,일반영화,02
13.42468169830961,12.707430106631497,장편,스페인,408,622572,액션,12세이상관람가,일반영화,01
13.341156680093244,11.464542475011145,장편,미국,356,622286,애니메이션,전체관람가,일반영화,11
13.332533537018023,13.332533537018023,장편,미국,304,616943,SF,12세이상관람가,일반영화,10
13.582141279363213,13.332064989288513,장편,한국,380,616654,액션,12세이상관람가,일반영화,11
13.885330551725932,13.33178440408,장편,한국,776,616481,스릴러,15세이상관람가,일반영화,10
12.14193936114331,14.157957520284821,장편,미국,667,612328,액션,15세이상관람가,일반영화,11
13.323974357932615,11.41972185798215,장편,한국,440,611685,액션,15세이상관람가,일반영화,06
13.319678631482422,13.558990446109718,장편,한국,509,609063,전쟁,12세이상관람가,일반영화,09
13.177916739264603,14.837770152960598,장편,한국,1229,608639,코미디,12세이상관람가,일반영화,11
12.855355300782698,12.431819044199232,장편,미국,280,606841,드라마,15세이상관람가,일반영화,03
13.710045468917295,12.53293540988191,장편,미국,514,606531,액션,15세이상관람가,일반영화,04
13.427466679239691,13.849991529585413,장편,미국,358,606317,액션,청소년관람불가,일반영화,03
13.315087308079127,13.315087308079127,장편,한국,967,606273,멜로/로맨스,15세이상관람가,일반영화,11
13.659615127551433,13.313355568701454,장편,한국,384,605224,코미디,15세이상관람가,일반영화,11
11.517820903002246,12.041345795444727,장편,한국,291,602967,드라마,청소년관람불가,독립/예술영화,09
13.702669980642952,13.368296386331728,장편,한국,692,601675,코미디,12세이상관람가,일반영화,01
13.30462493239821,13.673920750440725,장편,미국,464,599963,액션,전체관람가,일반영화,12
13.303312325935758,13.220043677407688,장편,한국,261,599176,코미디,15세이상관람가,일반영화,04
13.81113894970435,13.630537606686367,장편,한국,508,599050,액션,청소년관람불가,일반영화,06
14.039220110889541,12.277341290771075,장편,미국,397,598373,액션,15세이상관람가,일반영화,08
13.294013193191374,13.613102644092304,장편,미국,284,593630,멜로/로맨스,12세이상관람가,일반영화,10
13.291332857295544,13.432378393314263,장편,한국,423,592041,액션,청소년관람불가,일반영화,06
13.290994986352272,13.290994986352272,장편,미국,408,591841,범죄,15세이상관람가,일반영화,02
11.538312921025565,13.28978447163432,장편,한국,523,591125,코미디,15세이상관람가,일반영화,11
13.289645743701568,12.769548672559095,장편,미국,999,591043,스릴러,15세이상관람가,일반영화,09
12.972934678537678,13.879242700487737,장편,한국,256,590409,드라마,15세이상관람가,일반영화,01
11.701714894605747,13.287940525780002,장편,영국,733,590036,스릴러,15세이상관람가,일반영화,07
13.409619244041343,13.288273017552214,장편,한국,889,587818,애니메이션,전체관람가,일반영화,09
13.154136220550962,14.020417149149822,장편,한국,323,583183,코미디,15세이상관람가,일반영화,09
13.509649476003556,13.02163574871376,장편,미국,394,582126,드라마,15세이상관람가,일반영화,05
13.626082618987784,13.225945051397764,장편,한국,362,581468,드라마,15세이상관람가,일반영화,10
12.775320813150186,10.7466912997405,장편,일본,809,581216,애니메이션,전체관람가,일반영화,06
13.13631425126062,12.04498251131562,장편,미국,405,577758,공포(호러),15세이상관람가,일반영화,12
13.409619244041343,13.288273017552214,장편,한국,752,575353,애니메이션,전체관람가,일반영화,01
