영화명,감독,제작사,개봉일,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
크리드2,스티븐 카플 주니어,,2019-02-21,장편,미국,298,122284190.0,15023,45949660.0,5556,액션,12세이상관람가,일반영화
이케아 옷장에서 시작된 특별난 여행,켄 스콧,,2019-07-18,장편,프랑스,71,122340770.0,15019,78373540.0,9295,드라마,12세이상관람가,독립/예술영화
틱 틱... 붐!,린-마누엘 미란다,,2021-11-12,장편,미국,108,141985100.0,15019,96395060.0,10447,드라마,12세이상관람가,일반영화
프렌드 존,차야놉 분프라콥,,2019-10-30,장편,기타,104,118749200.0,14991,45947000.0,5770,멜로/로맨스,12세이상관람가,독립/예술영화
캡틴 판타스틱,매트 로스,유니버설 스튜디오,2016-11-30,장편,미국,86,114188400.0,14976,60702800.0,7649,드라마,15세이상관람가,독립/예술영화
버진 스노우,그렉 아라키,선댄스 영화제,2014-12-10,장편,프랑스,126,113076354.0,14964,53829954.0,7042,미스터리,청소년관람불가,독립/예술영화
로즈,짐 쉐리단,,2017-04-12,장편,기타,125,113253541.0,14955,56567241.0,7246,멜로/로맨스,15세이상관람가,독립/예술영화
하나와 미소시루,아쿠네 토모아키,,2016-04-27,장편,일본,104,112899538.0,14925,68959238.0,8790,가족,전체관람가,독립/예술영화
십개월의 미래,남궁선,한국예술종합학교 산학협력단,2021-10-14,장편,한국,158,105627180.0,14915,60374910.0,8956,드라마,12세이상관람가,독립/예술영화
토이 가디언즈,신우황연,,2018-03-15,장편,중국,136,114322000.0,14857,26180900.0,3225,애니메이션,전체관람가,독립/예술영화
군산: 거위를 노래하다,장률,(주)률필름(주)백그림,2018-11-08,장편,한국,92,120752500.0,14848,66099100.0,7622,드라마,15세이상관람가,독립/예술영화
카센타,하윤재,팔팔애비뉴(주),2019-11-27,장편,한국,138,112552000.0,14839,33433340.0,3842,범죄,15세이상관람가,독립/예술영화
극장판 엉덩이 탐정: 텐텐마을의 수수께끼,시바타 히로키,토에이 애니메이션,2020-09-24,장편,일본,157,109191540.0,14799,21351240.0,2745,애니메이션,전체관람가,일반영화
나쁜놈은 죽는다,손호,(주)케이알씨지(유)조이앤시네마,2016-02-04,장편,중국,138,115698700.0,14767,25446500.0,2972,코미디,15세이상관람가,일반영화
하늘을 나는 강아지 비포와 친구들,이도 엔젤,,2014-03-13,장편,기타,142,99524400.0,14746,23210300.0,3072,애니메이션,전체관람가,일반영화
데드폴,스테판 루조비츠키,,2013-01-23,장편,미국,82,101887000.0,14744,45079000.0,6658,범죄,청소년관람불가,일반영화
빅 식,마이클 쇼월터,필름네이션 엔터테인먼트,2018-07-18,장편,미국,136,118693400.0,14697,69176100.0,8390,멜로/로맨스,15세이상관람가,독립/예술영화
빅풋 주니어2: 패밀리가 떴다,벤 스타센제레미 드그루손,,2021-01-06,장편,기타,308,121766630.0,14697,23235840.0,2601,애니메이션,전체관람가,일반영화
콜로설,나초 비갈론도,볼티지 픽처스,2017-04-20,장편,기타,305,114967100.0,14687,47376900.0,5753,액션,12세이상관람가,독립/예술영화
아픈 만큼 사랑한다,임준현,KBS 미디어(주)드림팩트엔터테인먼트,2019-04-03,장편,한국,121,99333600.0,14682,36978500.0,5025,다큐멘터리,전체관람가,독립/예술영화
시민 노무현,백재호,엠앤씨에프(주)영화사진,2019-05-23,장편,한국,174,116930250.0,14500,54033380.0,6336,다큐멘터리,12세이상관람가,독립/예술영화
아사코,하마구치 류스케,C&I 엔터테인먼트,2019-03-14,장편,일본,167,124515619.0,14441,82586709.0,9254,드라마,12세이상관람가,독립/예술영화
부활,구수환,(주)중헌홀딩스,2020-07-09,장편,한국,83,112596500.0,14437,35630500.0,4343,다큐멘터리,전체관람가,일반영화
갬빗,마이클 호프만,,2013-11-28,장편,미국,94,95213128.0,14426,56324128.0,8253,코미디,15세이상관람가,독립/예술영화
춘몽,장률,(주)률필름,2016-10-13,장편,한국,96,114343700.0,14423,58604500.0,7095,드라마,15세이상관람가,독립/예술영화
무수단,구모,골든타이드픽처스(주),2016-03-03,장편,한국,228,112188400.0,14386,27050200.0,3369,미스터리,15세이상관람가,일반영화
커넥트,제이콥 체이스,,2021-01-20,장편,미국,386,127565260.0,14374,29122840.0,3159,공포(호러),15세이상관람가,독립/예술영화
리틀 보이,알레한드로 몬테베르드,,2015-12-10,장편,미국,143,100778300.0,14343,29966300.0,3931,드라마,12세이상관람가,독립/예술영화
오토라는 남자,마크 포스터,컬럼비아 픽처스,2023-03-29,장편,미국,371,128901133.0,14337,57595311.0,6043,드라마,12세이상관람가,일반영화
터치 오브 라이트,장영치,,2013-03-14,장편,기타,128,94716000.0,14323,59967000.0,9098,드라마,전체관람가,독립/예술영화
수영장으로 간 남자들,질 를르슈,,2019-07-18,장편,프랑스,79,115372096.0,14285,78520576.0,9157,코미디,15세이상관람가,독립/예술영화
마이 뉴욕 다이어리,필리프 팔라도,micro_scope,2021-12-09,장편,기타,180,113072030.0,14275,63690360.0,8498,드라마,12세이상관람가,독립/예술영화
유니콘 원정대: 비밀의 다이어리,카말 반살,,2018-06-21,장편,기타,235,109649600.0,14261,16130900.0,1979,애니메이션,전체관람가,독립/예술영화
라스트 홈,라민 바흐러니,하이드 파크 엔터테인먼트,2016-04-07,장편,미국,163,109954000.0,14241,54577800.0,6928,드라마,15세이상관람가,독립/예술영화
개구리왕국 2,펭 페이,,2017-03-23,장편,중국,171,99741700.0,14236,17001300.0,2131,애니메이션,전체관람가,독립/예술영화
하나와 앨리스: 살인사건,이와이 슌지,,2015-05-27,장편,일본,67,112007100.0,14226,59834800.0,7437,애니메이션,12세이상관람가,독립/예술영화
양지의 그녀,미키 타카히로,도호,2019-03-21,장편,일본,134,123216580.0,14224,65305000.0,7446,멜로/로맨스,12세이상관람가,독립/예술영화
피는 물보다 진하다,김희성,(주)도어이앤엠,2022-05-25,장편,한국,78,90700500.0,14201,31248600.0,5227,액션,15세이상관람가,일반영화
아티스트 봉만대,봉만대,골든타이드픽처스(주),2013-08-29,장편,한국,131,93817000.0,14188,43885000.0,6787,코미디,청소년관람불가,일반영화
아노말리사,찰리 카우프만듀크 존슨,파라마운트 픽처스,2016-03-30,장편,미국,93,115387000.0,14153,78595500.0,9486,애니메이션,청소년관람불가,독립/예술영화
해피 어게인,커트 보엘커,,2018-03-28,장편,미국,98,104133900.0,14134,66054500.0,8693,드라마,15세이상관람가,독립/예술영화
그레이시 스토리,데이비스 구겐하임,픽처하우스,2008-03-27,장편,미국,90,85848000.0,14043,31779500.0,4851,드라마,12세이상관람가,일반영화
청춘적니,샤모,,2022-01-12,장편,중국,112,116128670.0,14012,60872500.0,7316,멜로/로맨스,12세이상관람가,독립/예술영화
벨파스트,케네스 브래너,,2022-03-23,장편,미국,272,127992070.0,14002,70985280.0,7547,드라마,12세이상관람가,독립/예술영화
체크 히어로,앤더스 마테센토르비욘 크리스토퍼센,,2019-10-23,장편,기타,221,101176750.0,13951,26585980.0,3286,애니메이션,전체관람가,독립/예술영화
뷰티풀 보이,펠릭스 반 그뢰닝엔,,2019-09-19,장편,미국,130,110353198.0,13906,66158718.0,8137,드라마,15세이상관람가,독립/예술영화
호스트: 접속금지,롭 새비지,,2021-07-21,장편,영국,148,128187100.0,13866,33525500.0,3761,공포(호러),15세이상관람가,독립/예술영화
뜨거운 피: 디 오리지널,천명관,주식회사 고래픽처스,2022-05-26,장편,한국,59,111999200.0,13854,32878000.0,4180,액션,청소년관람불가,일반영화
프로즌 그라운드,스콧 워커,그린스톤픽처스에멋 플라 필름,2014-02-06,장편,미국,88,103660500.0,13853,30913500.0,4085,스릴러,청소년관람불가,일반영화
호비와 엄마나무섬의 비밀,히라바야시 이사무,,2015-07-02,장편,일본,74,94353500.0,13802,30044000.0,4250,애니메이션,전체관람가,독립/예술영화
미어캣의 모험,제임스 허니본,,2009-08-06,장편,영국,62,97192628.0,13797,30779500.0,4273,다큐멘터리,전체관람가,일반영화
산이 울다,래리 양,,2016-05-25,장편,중국,107,104827700.0,13791,37604000.0,4620,드라마,15세이상관람가,독립/예술영화
헤이츠,마크 톤데라이,,2012-12-06,장편,미국,75,94348000.0,13747,35434000.0,4791,스릴러,15세이상관람가,일반영화
웨이 다운,하우메 발라게로,텔레신코 시네마,2021-03-11,장편,스페인,309,120956030.0,13743,40654830.0,4607,액션,15세이상관람가,일반영화
너와 사랑한 시간,황진진,,2022-11-30,장편,홍콩,92,94305800.0,13722,40889800.0,5943,멜로/로맨스,12세이상관람가,일반영화
가나의 혼인잔치: 언약,브렌트 밀러 주니어,,2020-11-26,장편,미국,116,120357330.0,13712,37781630.0,4166,다큐멘터리,전체관람가,일반영화
꼬마비행기 피티와 친구들:사막구출 대작전,루카스 퀴아오,,2018-11-22,장편,중국,212,95151000.0,13710,11260200.0,1381,애니메이션,전체관람가,일반영화
나이팅게일,제니퍼 켄트,,2020-12-30,장편,기타,329,112682610.0,13702,35213240.0,4301,스릴러,청소년관람불가,독립/예술영화
해길랍,채밀결,비디오랜드 무비,2021-03-31,장편,기타,223,120957390.0,13690,56986890.0,6353,멜로/로맨스,15세이상관람가,독립/예술영화
극장판 타오르지마 버스터-블랙어썰트의 귀환,조영광,(주)시너지미디어,2019-12-05,장편,한국,259,95196920.0,13685,13697860.0,1659,코미디,전체관람가,독립/예술영화
심야카페: 미씽 허니,정윤수,(주)케이드래곤,2022-11-17,장편,한국,174,98978194.0,13682,48820495.0,6519,멜로/로맨스,12세이상관람가,일반영화
토니 에드만,마렌 아데,,2017-03-16,장편,독일,64,109972800.0,13677,76505000.0,9187,드라마,청소년관람불가,독립/예술영화
헤이지니&럭키강이 비밀의 문,안진성,(주)영화사 그램,2022-12-01,장편,한국,282,126092766.0,13642,19149898.0,1823,공연,전체관람가,일반영화
오직 사랑뿐,엠마 아산테,,2018-02-08,장편,영국,105,106539718.0,13580,66763118.0,8093,드라마,12세이상관람가,독립/예술영화
버티고,전계수,영화사 도로시(주),2019-10-16,장편,한국,298,115864340.0,13567,59318100.0,6599,드라마,15세이상관람가,독립/예술영화
해피 홀리데이,앤디 해밀턴가이 젠킨,BBC 필름스,2015-05-14,장편,영국,102,102633800.0,13529,42765500.0,5366,코미디,12세이상관람가,독립/예술영화
피치 퍼펙트,제이슨 무어,골든 서클 필름스,2013-03-28,장편,미국,143,90720000.0,13520,33990000.0,4972,코미디,15세이상관람가,일반영화
오마주,신수원,(주)준필름,2022-05-26,장편,한국,133,102534500.0,13519,65811900.0,8643,드라마,12세이상관람가,독립/예술영화
피막,반종 피산다나쿤,,2014-09-25,장편,기타,170,101978400.0,13484,41048400.0,5190,코미디,12세이상관람가,독립/예술영화
원피스 3D : 밀짚모자 체이스,사토 히로유키,도에이,2012-01-26,단편,일본,111,91648500.0,13475,19565500.0,2668,애니메이션,전체관람가,일반영화
임을 위한 행진곡,박기복,주식회사 무당벌레필름주식회사 에스케이엠엔터테인먼트(주)알앤오엔터테인먼트,2018-05-16,장편,한국,160,101338200.0,13424,20317200.0,2329,드라마,15세이상관람가,독립/예술영화
엔딩스 비기닝스,드레이크 도리머스,(주)씨제이이엔엠,2020-06-24,장편,미국,251,110180880.0,13401,42567180.0,5064,드라마,15세이상관람가,독립/예술영화
베스트 오브 미,마이클 호프만,,2015-06-18,장편,미국,118,100915600.0,13399,44377500.0,5714,드라마,15세이상관람가,일반영화
토마스와 친구들: 그레이트 레이스,데이비드 스토튼,,2017-11-30,장편,영국,249,98705400.0,13314,24695000.0,3097,애니메이션,전체관람가,일반영화
나이트폴,주현량,,2012-09-27,장편,홍콩,108,99076000.0,13307,40680500.0,5303,액션,청소년관람불가,일반영화
봄,조근현,(주)스튜디오후크,2014-11-20,장편,한국,112,98566100.0,13234,53449000.0,6980,드라마,청소년관람불가,독립/예술영화
키코리키: 시간여행,데니스 체르노프,,2019-04-10,장편,러시아,292,95865460.0,13222,15433300.0,1920,애니메이션,전체관람가,일반영화
귀향 끝나지 않은 이야기,조정래,주식회사 제이오엔터테인먼트코리아,2017-09-14,장편,한국,207,95769200.0,13193,31504500.0,4236,드라마,15세이상관람가,독립/예술영화
벤 이즈 백,피터 헤지스,,2019-05-09,장편,미국,78,105071865.0,13192,62589265.0,7651,드라마,15세이상관람가,독립/예술영화
오피셜 시크릿,개빈 후드,엔터테인먼트 원,2019-11-27,장편,영국,153,105679300.0,13163,45343700.0,5500,스릴러,15세이상관람가,독립/예술영화
슈퍼스타 뚜루,빅토르 모니고테,,2020-06-04,장편,스페인,300,101306020.0,13146,9159220.0,1065,뮤지컬,전체관람가,일반영화
블랙버드,지나 프린스-바이스우드,,2015-01-28,장편,미국,135,97711400.0,13130,46203800.0,6112,드라마,15세이상관람가,독립/예술영화
도쿄 리벤저스,하나부사 츠토무,,2022-01-19,장편,일본,216,128177240.0,13122,51534690.0,5004,드라마,15세이상관람가,일반영화
퍼스널 쇼퍼,올리비에 아사야스,아르테 프랑스 시네마,2017-02-09,장편,프랑스,79,105300600.0,13113,72294800.0,8730,드라마,15세이상관람가,독립/예술영화
언플랜드,척 콘젤만캐리 솔로몬,퓨어 플릭스,2020-12-17,장편,미국,281,112081660.0,13087,36023570.0,4208,드라마,15세이상관람가,일반영화
극장판 유루캠△,쿄고쿠 요시아키,,2022-10-27,장편,일본,84,134129789.0,13086,51680505.0,4898,애니메이션,전체관람가,일반영화
언더 더 씨2,에반 트라멜,,2019-05-23,장편,미국,269,92593360.0,13086,11023340.0,1432,애니메이션,전체관람가,일반영화
더 레이디,뤽 베송,유로파코프,2012-09-06,장편,프랑스,97,96024000.0,13051,55472500.0,7199,드라마,15세이상관람가,일반영화
숀더쉽 더 무비: 꼬마 외계인 룰라!,리처드 펠런윌 베처,아드먼 애니메이션,2020-02-19,장편,영국,270,98830340.0,13046,34431940.0,4234,애니메이션,전체관람가,일반영화
베네데타,폴 버호벤,,2021-12-01,장편,프랑스,157,122446300.0,13019,66697500.0,7243,드라마,청소년관람불가,독립/예술영화
프리! 더 파이널 스트로크 전편,카와나미 에이사쿠,교토 애니메이션,2022-01-20,장편,일본,77,127488230.0,12996,55330050.0,5315,애니메이션,전체관람가,일반영화
온리 유,장하오,,2015-10-15,장편,중국,111,96822200.0,12990,50934700.0,6712,멜로/로맨스,15세이상관람가,독립/예술영화
사랑은 타이핑 중!,레지스 르왕사르,,2013-05-22,장편,프랑스,114,87617561.0,12983,48112061.0,7011,멜로/로맨스,15세이상관람가,독립/예술영화
별의 정원,원종식,(주)아슈비아만화영화푸로덕션,2019-07-04,장편,한국,210,85603300.0,12953,19514180.0,2358,애니메이션,전체관람가,독립/예술영화
안녕 전우치! 도술로봇대결전,김대창,(주)얼리버드픽쳐스(주)쏘울 크리에이티브,2015-10-08,장편,한국,173,91427600.0,12943,20323600.0,2672,애니메이션,전체관람가,독립/예술영화
나의 판타스틱 데뷔작,가스 제닝스,,2009-05-07,장편,영국,75,80703773.0,12941,41576500.0,6484,코미디,12세이상관람가,독립/예술영화
용순,신준,(주)아토,2017-06-08,장편,한국,126,95447200.0,12901,51672500.0,6816,드라마,15세이상관람가,독립/예술영화
사랑하고 있습니까,김정권,(주)강철필름,2020-03-25,장편,한국,295,102673840.0,12878,33305780.0,4066,판타지,12세이상관람가,독립/예술영화
아바타 정글의 비밀,슈커,,2014-03-27,장편,중국,162,86145900.0,12876,15537400.0,2200,애니메이션,전체관람가,일반영화
아이 씨 유,아담 랜달,조디악 피처스,2021-03-11,장편,영국,113,118153190.0,12870,45595620.0,4895,스릴러,15세이상관람가,독립/예술영화
할리데이,맥스 기와다니아 파스퀴니,,2014-10-16,장편,영국,147,94888000.0,12859,50508500.0,6630,뮤지컬,15세이상관람가,독립/예술영화
킥 애스 2 : 겁없는 녀석들,제프 와드로,,2013-10-17,장편,미국,152,92028000.0,12827,45288500.0,6085,액션,청소년관람불가,일반영화
트윈스터즈,사만다 푸터먼라이언 미야모토,이그나이트 채널,2016-03-03,장편,미국,126,102163500.0,12804,57406300.0,7005,다큐멘터리,12세이상관람가,독립/예술영화
라라걸,레이첼 그리피스,,2020-04-15,장편,기타,187,108684460.0,12785,60181040.0,6862,드라마,전체관람가,독립/예술영화
몰리스 게임,아론 소킨,,2018-09-06,장편,미국,271,98185971.0,12784,38376771.0,4724,드라마,15세이상관람가,독립/예술영화
