영화명,감독,제작사,배급사,개봉일,국적,전국 스크린수,전국 매출액,전국 관객수,장르,등급,영화구분
극장판 유루캠△,쿄고쿠 요시아키,,(주)애니플러스,2022-10,일본,84.0,134129789.0,13086.0,애니메이션,전체관람가,일반영화
언더 더 씨2,에반 트라멜,,이언픽쳐스,2019-05,미국,269.0,92593360.0,13086.0,애니메이션,전체관람가,일반영화
더 레이디,뤽 베송,유로파코프,(주)씨제이이엔엠,2012-09,프랑스,97.0,96024000.0,13051.0,드라마,15세이상관람가,일반영화
숀더쉽 더 무비: 꼬마 외계인 룰라!,리처드 펠런윌 베처,아드먼 애니메이션,TCO(주)더콘텐츠온,2020-02,영국,270.0,98830340.0,13046.0,애니메이션,전체관람가,일반영화
베네데타,폴 버호벤,,(주)팝엔터테인먼트,2021-12,프랑스,157.0,122446300.0,13019.0,드라마,청소년관람불가,독립/예술영화
프리! 더 파이널 스트로크 전편,카와나미 에이사쿠,교토 애니메이션,(주)애니플러스,2022-01,일본,77.0,127488230.0,12996.0,애니메이션,전체관람가,일반영화
온리 유,장하오,,(주)영화사 빅,2015-10,중국,111.0,96822200.0,12990.0,멜로/로맨스,15세이상관람가,독립/예술영화
사랑은 타이핑 중!,레지스 르왕사르,,판씨네마(주),2013-05,프랑스,114.0,87617561.0,12983.0,멜로/로맨스,15세이상관람가,독립/예술영화
별의 정원,원종식,(주)아슈비아만화영화푸로덕션,예지림엔터테인먼트,2019-07,한국,210.0,85603300.0,12953.0,애니메이션,전체관람가,독립/예술영화
안녕 전우치! 도술로봇대결전,김대창,(주)얼리버드픽쳐스(주)쏘울 크리에이티브,(주)리틀빅픽쳐스,2015-10,한국,173.0,91427600.0,12943.0,애니메이션,전체관람가,독립/예술영화
나의 판타스틱 데뷔작,가스 제닝스,,예지림엔터테인먼트,2009-05,영국,75.0,80703773.0,12941.0,코미디,12세이상관람가,독립/예술영화
용순,신준,(주)아토,롯데쇼핑㈜롯데엔터테인먼트,2017-06,한국,126.0,95447200.0,12901.0,드라마,15세이상관람가,독립/예술영화
사랑하고 있습니까,김정권,(주)강철필름,주식회사 블루필름웍스,2020-03,한국,295.0,102673840.0,12878.0,판타지,12세이상관람가,독립/예술영화
아바타 정글의 비밀,슈커,,(주)팝엔터테인먼트,2014-03,중국,162.0,86145900.0,12876.0,애니메이션,전체관람가,일반영화
아이 씨 유,아담 랜달,조디악 피처스,(주)홈초이스,2021-03,영국,113.0,118153190.0,12870.0,스릴러,15세이상관람가,독립/예술영화
할리데이,맥스 기와다니아 파스퀴니,,(주)영화사 빅,2014-10,영국,147.0,94888000.0,12859.0,뮤지컬,15세이상관람가,독립/예술영화
킥 애스 2 : 겁없는 녀석들,제프 와드로,,유니버설픽쳐스인터내셔널 코리아(유),2013-10,미국,152.0,92028000.0,12827.0,액션,청소년관람불가,일반영화
트윈스터즈,사만다 푸터먼라이언 미야모토,이그나이트 채널,CGV아트하우스,2016-03,미국,126.0,102163500.0,12804.0,다큐멘터리,12세이상관람가,독립/예술영화
라라걸,레이첼 그리피스,,판씨네마(주),2020-04,기타,187.0,108684460.0,12785.0,드라마,전체관람가,독립/예술영화
몰리스 게임,아론 소킨,,(주)영화사 빅,2018-09,미국,271.0,98185971.0,12784.0,드라마,15세이상관람가,독립/예술영화
로스트 도터,매기 질렌할,넷플릭스,(주)영화특별시에스엠씨그린나래미디어(주),2022-07,미국,66.0,119140200.0,12761.0,드라마,15세이상관람가,독립/예술영화
빅 2: 황금열쇠 대소동,팀 맬트비,,(주)영화사 그램,2019-10,기타,257.0,96947060.0,12744.0,애니메이션,전체관람가,일반영화
아스테릭스: 마법 물약의 비밀,루이 클리시알렉상드르 아스티에,,(주)박수엔터테인먼트,2019-12,프랑스,166.0,78814680.0,12714.0,애니메이션,전체관람가,일반영화
서버비콘,조지 클루니,실버 픽처스,(주)영화사 진진,2018-07,미국,101.0,106162500.0,12713.0,범죄,15세이상관람가,독립/예술영화
가재가 노래하는 곳,올리비아 뉴먼,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2022-11,미국,264.0,126610889.0,12704.0,드라마,15세이상관람가,일반영화
