NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
148,윤시내가 사라졌다,김진화,한국영화아카데미,,"(주)블루라벨픽쳐스,디스트릭 몽",2022-06-,개봉영화,장편,한국,51,,2,0,0,드라마,12세이상관람가,독립/예술영화
149,계부에 빠진 딸,유해종,(주)영화사가을,,(주)영화사가을,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
150,관능소설:푹 젖은 미즈카와,사쿠라비토,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
151,귀천도애,전성기,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
152,그녀들의 쇼타임,,,,(주)픽쳐레스크,2022-08-,개봉영화,장편,캐나다,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
153,금단의 장모님:오늘 선 넘어보는거야,나카노 야요이,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
154,끼부리는 여선배:나랑 하고싶은거죠?,코엔지 고로,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
155,날 채운 욕정 해결사,사다오카 사다오,,,에스팀,2022-08-,개봉영화,장편,일본,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
156,내 사장의 아내,유만종,P&미디어,,P&미디어,2022-08-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
157,내 아내의 문란한 사생활,토미죠 타로,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
158,눈떠보니 남편상사 무삭제판,,,,(주)픽쳐레스크,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
159,땀에 젖은 새엄마,,,,(주)라온컴퍼니플러스,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
160,렌탈섹스:특별한 서비스,아베 신야,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
161,마누라 바꿔먹기,민정현,(주)영화사가을,,(주)영화사가을,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
162,먹어주는 옆집 유부녀,,,,(주)박수엔터테인먼트,2022-08-,개봉영화,장편,일본,1,,1,0,0,드라마,청소년관람불가,일반영화
163,모모카의 섹스 다이어리,아베 신야,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
164,방과후 2대1 특별수업,김민재,영화사 레드카펫,,주식회사 루믹스미디어,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
165,불륜은 비즈니스다,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-08-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
166,불륜은 비즈니스다 무삭제판,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-08-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
167,불륜이지만 괜찮아,이로운,(주)영화사히트,,(주)영화사히트,2022-08-,개봉영화,장편,한국,1,,1,0,0,드라마,청소년관람불가,일반영화
168,빨간 맛 그녀,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2022-08-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
169,사위 사랑은 장모 3,민정현,(주)영화사가을,,(주)영화사가을,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
170,상담받다 물터진 미시녀,카리노나 마이,,,주식회사 미콘,2022-08-,개봉영화,장편,일본,1,,1,0,0,드라마,청소년관람불가,일반영화
171,새엄마는 궁합친구,모소조쿠,,,(주)라온컴퍼니플러스,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
172,새엄마의 은밀한 사정,나카노 야요이,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
173,섹스의 장인,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2022-08-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
174,수상한 상담사,김태훈,(주)픽쳐레스크,,(주)티에스앤컴퍼니,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
175,쉬지않는 며느리 무삭제판,,,,(주)픽쳐레스크,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
176,스와핑 돌려먹는 친구들,이미소,영화사 레드카펫,,주식회사 루믹스미디어,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
177,쏘 핫 : 싱글지옥,김태훈,(주)픽쳐레스크,,(주)픽쳐레스크,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
178,엄마 몰래 집에서 섹스하는 10가지 방법 무삭제,성운아,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
179,엄마의 손맛,모소조쿠,,,(주)가온콘텐츠,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
180,엄마친구 2022 무삭제,유해종,(주)영화사가을,,(주)영화사가을,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
181,여대생 노래방,유만종,P&미디어,,P&미디어,2022-08-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
182,옆집 돌싱맘:한 번 다녀온 여자가 좋아,디렉터 O,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
183,옆집남자 대물에 홍콩간 아내,,,,(주)코빈커뮤니케이션즈,2022-08-,개봉영화,장편,일본,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
184,오후의 정사,,,,(주)픽쳐레스크,2022-08-,개봉영화,장편,캐나다,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
185,욕구 터진 며느리:그동안 많이 쌓였죠?,디렉터 O,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
186,은꼴한 야근:한 번 합시다,빈센트 갸루,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
187,음란한 큰가슴 무삭제판,,,,(주)픽쳐레스크,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
188,음탕한 새엄마의 비밀섹스,사쿠라비토,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
189,이모관계:제모하고 해볼까?,나베,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
190,잔뜩 쌓인 새엄마 달래주기,오가타 킨,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
191,잘 세우는 도우미가 좋아,나베,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
192,잘빠진 며늘아기,이로운,(주)영화사히트,,(주)영화사히트,2022-08-,개봉영화,장편,한국,1,,1,0,0,드라마,청소년관람불가,일반영화
193,장난스런 섹스,이로운,(주)영화사히트,,(주)영화사히트,2022-08-,개봉영화,장편,한국,1,,1,0,0,드라마,청소년관람불가,일반영화
194,질펀 마사지:물 터진 날,K-타로,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
195,쿨한 며느리:자꾸만 선 넘네,사쿠라비토,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
196,큰거 좋아하는 새엄마,이로운,(주)영화사히트,,(주)영화사히트,2022-08-,개봉영화,장편,한국,1,,1,0,0,드라마,청소년관람불가,일반영화
197,탐스러운 친구여친 무삭제판,마메자와 마메타로,,,(주)픽쳐레스크,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
198,하마사키 마오의 잘 주는 여상사,나가에 타카미,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
199,하숙집 : 그녀들의 신음소리 3,조필구,(주)영화사가을,,(주)영화사가을,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
200,활짝 벌린 이모님,모소조쿠,,,(주)가온콘텐츠,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
201,흔들린 새엄마:선 넘는 날,로쿠탄조노 세이시,,,(주)영진크리에이티브,2022-08-,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
202,18학번 박아라,한승희,영화사 레드카펫,,주식회사 루믹스미디어,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
203,2대1 출장녀,김지석,(주)영화사가을,,(주)영화사가을,2022-08-,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
204,F컵여동생과의정사-무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2022-08-,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
