NO,MOVIE_NM,DRCTR_NM,MAKR_NM,INCME_CMPNY_NM,DISTB_CMPNY_NM,OPN_DE,MOVIE_TY_NM,MOVIE_STLE_NM,NLTY_NM,TOT_SCRN_CO,SALES_PRICE,VIEWNG_NMPR_CO,SEOUL_SALES_PRICE,SEOUL_VIEWNG_NMPR_CO,GENRE_NM,GRAD_NM,MOVIE_SDIV_NM
156,스파이의 아내,구로사와 기요시,,M&M 인터내셔널,M&M 인터내셔널,20210325,개봉영화,장편,일본,120,,13,,13,드라마,12세이상관람가,독립/예술영화
157,링: 더 라스트 챕터,츠루타 노리오,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,20210512,개봉영화,장편,중국,85,,12,0,0,미스터리,15세이상관람가,독립/예술영화
158,별의 목소리 X 초속5센티미터,신카이 마코토,,,(주)미디어캐슬,,개봉영화,옴니버스,일본,5,,9,,9,애니메이션,12세이상관람가,일반영화
159,비밀의 정원,박선주,몬순픽쳐스,,필름다빈,20210408,개봉영화,장편,한국,159,,9,0,0,드라마,12세이상관람가,독립/예술영화
160,아무도 없는 곳,김종관,볼미디어(주),,(주)엣나인필름,20210331,개봉영화,장편,한국,374,,9,,8,드라마,15세이상관람가,독립/예술영화
161,일반인 초대녀,이우민,(주)로드하우스,,노바엔터테인먼트,20210608,개봉영화,장편,한국,5,,9,,4,멜로/로맨스,청소년관람불가,일반영화
162,글래디에이터 드래곤,,,,(유)조이앤시네마,20210625,개봉영화,장편,미국,8,,8,,1,판타지,15세이상관람가,일반영화
163,"무순, 세상을 가로질러",남승석,올록볼록 영화사,,영화배급협동조합 씨네소파,20210422,개봉영화,장편,한국,17,,8,0,0,다큐멘터리,전체관람가,독립/예술영화
164,스프링 송,유준상,쥬네스엔터테인먼트,,"주식회사 컨텐츠썬,(주)아우라픽처스",20210421,개봉영화,장편,한국,48,,6,0,0,드라마,전체관람가,독립/예술영화
165,내 애인을 빌려드립니다,이희성,(주)영진크리에이티브,,(주)영진크리에이티브,20210625,개봉영화,장편,한국,5,,5,0,0,멜로/로맨스,청소년관람불가,일반영화
166,여동생 모니카,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,20210614,개봉영화,장편,한국,5,,5,0,0,멜로/로맨스,청소년관람불가,일반영화
167,연인교환일기,이희성,(주)영진크리에이티브,,(주)영진크리에이티브,20210611,개봉영화,장편,한국,5,,5,0,0,멜로/로맨스,청소년관람불가,일반영화
168,자매의 미친섹스,김동해,라이어 시네마,,케이엘 픽쳐스,20210607,개봉영화,장편,한국,4,,5,,1,멜로/로맨스,청소년관람불가,일반영화
169,보더라인,안나 알피에리,,(주)드림팩트엔터테인먼트,THE 픽쳐스,20210415,개봉영화,장편,영국,13,,4,0,0,멜로/로맨스,청소년관람불가,독립/예술영화
170,미스,,,(주)월드시네마,"예지림엔터테인먼트,주식회사 더쿱",20210512,개봉영화,장편,프랑스,105,,3,0,0,코미디,15세이상관람가,독립/예술영화
171,내가 죽기를 바라는 자들,테일러 쉐리던,,워너브러더스 코리아(주),워너브러더스 코리아(주),20210505,개봉영화,장편,미국,669,,2,0,0,범죄,15세이상관람가,일반영화
172,컴 애즈 유 아,리차드 웡,,찬란,찬란,20210506,개봉영화,장편,미국,19,,2,0,0,코미디,15세이상관람가,독립/예술영화
173,가슴 큰 새엄마 루미,히이라기 엔부,,,(주)영진크리에이티브,20210615,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
174,거유 칸나의 질펀한 서비스,버드맨 텟페이,,,(주)영진크리에이티브,20210624,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
175,괜찮아 몽정이야 무삭제,최성은,윤스,,윤스,20210616,개봉영화,장편,한국,1,,1,,1,성인물(에로),청소년관람불가,일반영화
176,구멍동서지간 무삭제,김환,(주)영화사가을,,(주)영화사가을,20210613,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
177,구해줘! 원나잇,이로운,(주)영화사히트,,(주)영화사히트,20210614,개봉영화,장편,한국,1,,1,0,0,드라마,청소년관람불가,일반영화
178,남편 상사의 거부할 수 없는 제안,토미죠 타로,,,(주)영진크리에이티브,20210614,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
179,남편대신 도련님 무삭제,한영희,(주)영화사가을,,(주)영화사가을,20210627,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
180,달콤한 처제 무삭제,최성은,윤스,,윤스,20210616,개봉영화,장편,한국,1,,1,,1,성인물(에로),청소년관람불가,일반영화
181,덫 : 그녀의 구멍,선우용,(주)룬컴퍼니,,(주)룬컴퍼니,20210602,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
182,돌싱 동창생,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,20210611,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
183,마사지의 신,이시영,(주)룬컴퍼니,,(주)룬컴퍼니,20210609,개봉영화,장편,한국,1,,1,0,0,드라마,청소년관람불가,일반영화
184,모녀의 교환섹스,천성준,에이원 미디어,,에이원 미디어,20210604,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
185,몸으로 로비하는 여자,스이세이 아카이,,,(주)영진크리에이티브,20210615,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
186,바람난 와이프,최성은,(주)영화사히트,,(주)영화사히트,20210622,개봉영화,장편,한국,1,,1,0,0,드라마,청소년관람불가,일반영화
187,발정난후배:몸으로교육하기,버드맨 텟페이,,,(주)영진크리에이티브,20210614,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
188,발칙한 밀애,최성은,(주)영화사히트,,(주)영화사히트,20210609,개봉영화,장편,한국,1,,1,0,0,드라마,청소년관람불가,일반영화
189,밝히는자매들,신민철,스마일컨텐츠,,스마일컨텐츠,20210611,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
190,배틀로얄 : 매드랜드,,,,(주)까멜리아이엔티,20210610,개봉영화,장편,일본,1,,1,0,0,액션,15세이상관람가,일반영화
191,부동산 실장님은 단백질 도둑녀,,,주식회사 미콘,주식회사 미콘,20210629,개봉영화,장편,일본,1,,1,0,0,드라마,청소년관람불가,일반영화
192,새엄마:애첩일기,사쿠라비토,,,(주)영진크리에이티브,20210616,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
193,새엄마는에로배우-무삭제,신민철,스마일컨텐츠,,스마일컨텐츠,20210616,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
194,성적은 크기순이 아니잖아 - 무삭제판,김종석,컨텐츠레드,,(주)컨텐츠 빌리지,20210630,개봉영화,장편,한국,1,,1,,1,멜로/로맨스,청소년관람불가,일반영화
195,술 취한 여자의 매혹적인 유혹,버드맨 텟페이,,,(주)영진크리에이티브,20210615,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
196,슬기로운불륜생활-무삭제,전지원,(주)메이크아트,,(주)메이크아트,20210624,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
197,승하의 벗방,이로운,(주)영화사히트,,(주)영화사히트,20210609,개봉영화,장편,한국,1,,1,0,0,드라마,청소년관람불가,일반영화
198,싸네 마네,이로운,(주)영화사히트,,(주)영화사히트,20210614,개봉영화,장편,한국,1,,1,0,0,드라마,청소년관람불가,일반영화
199,아찔한 형수,최성은,(주)영화사히트,,(주)영화사히트,20210610,개봉영화,장편,한국,1,,1,0,0,드라마,청소년관람불가,일반영화
200,야한 아내:남편 친구 맛보기 무삭제판,이희성,(주)영진크리에이티브,,(주)영진크리에이티브,20210628,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
201,어린 와이프,에도마사,,,(주)영진크리에이티브,20210623,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
202,어쩌다 스와핑,최성은,(주)영화사히트,,(주)영화사히트,20210610,개봉영화,장편,한국,1,,1,0,0,드라마,청소년관람불가,일반영화
203,어쩌다 하룻밤,이로운,(주)영화사히트,,(주)영화사히트,20210615,개봉영화,장편,한국,1,,1,0,0,드라마,청소년관람불가,일반영화
204,엄마 친구의 아찔한 유혹,카오루,,,(주)영진크리에이티브,20210614,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
205,열쇠는 열쇠 구멍으로,선우용,(주)룬컴퍼니,,(주)룬컴퍼니,20210602,개봉영화,장편,한국,1,,1,0,0,성인물(에로),청소년관람불가,일반영화
206,예쁜 아줌마들의 사정,카오루,,,(주)영진크리에이티브,20210614,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
207,외로운 장모를 위로하는 대물 사위,버드맨 텟페이,,,(주)영진크리에이티브,20210623,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
208,우리 바꿔서 할래요?,김감독,(주)더레드엔터테인먼트,,(주)더레드엔터테인먼트,20210618,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
209,육체의 맛 무삭제,한영희,(주)영화사가을,,(주)영화사가을,20210622,개봉영화,장편,한국,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
210,음란병원:간호사의 이중생활,트렌디 야마구치,,,(주)영진크리에이티브,20210623,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
211,음란진료,버드맨 텟페이,,,(주)영진크리에이티브,20210616,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
212,음란한 제수씨를 위한 마사지,버드맨 텟페이,,,(주)영진크리에이티브,20210615,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
213,이웃집 아내를 탐하다,최성은,(주)영화사히트,,(주)영화사히트,20210622,개봉영화,장편,한국,1,,1,0,0,드라마,청소년관람불가,일반영화
214,적호서생,,,찬란,찬란,20210429,개봉영화,장편,중국,23,,1,,1,액션,12세이상관람가,독립/예술영화
215,처제의 손기술,비바 곤조,,,(주)영진크리에이티브,20210624,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
216,흥건한 며느리,버드맨 텟페이,,,(주)영진크리에이티브,20210616,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
217,흥건한 유부녀들,사노 B사쿠,,,(주)영진크리에이티브,20210624,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
218,히나미 렌:핫바디 여의사,K-타로,,,(주)영진크리에이티브,20210623,개봉영화,장편,일본,1,,1,0,0,멜로/로맨스,청소년관람불가,일반영화
